,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
100,191,"Florida man accused of carjacking, steals FHP patrol car: Police",,http://cbs12.com/news/local/florida-man-accused-of-carjacking-steals-fhp-patrol-car-police,2019-05-03T18:37:45Z,WPEC,Florida Man,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
101,193,Florida man waves down deputies to show off pot plant,"Florida man waves down deputies to show off pot plant (WESH, Hearst, Flagler County Sheriff's Office)",https://www.wfla.com/video/florida-man-waves-down-deputies-to-show-off-pot-plant_20190503172511/1976284626,2019-05-03T17:25:38Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
102,194,"Florida man accused of using BB gun, werewolf mask to torture girl","PENSACOLA, Fla. - A Florida man is accused of torturing his girlfriend's 2-year-old daughter by burning her, shooting her with a BB gun and wearing a werewolf mask to scare her.

Andrew Ross Celaius, 37, was arrested April 9, but additional charges were announced Wednesday.

Escambia County Sheriff David Morgan described videos investigators found of Celaius torturing the child as ""the thing nightmares are made of.""

Morgan said Celaius placed a dog collar on the girl and shocked her awake at night. Then, he stood over her wearing a werewolf mask, Morgan said.

Investigators said the mother didn't know about the abuse. It was discovered when she brought the girl to a hospital for treatment of ringworm, which turned out to be burns.

Celaius faces multiple counts of child cruelty. A lawyer isn't listed on jail records.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-man-accused-of-using-bb-gun-werewolf-mask-to-torture-girl,2019-05-03T16:43:14Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
103,195,Florida Man Accused Of Taking FHP Trooper’s Cruiser,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/shane-jensen.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/shane-jensen.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/shane-jensen.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A 22-year-old man led law enforcement on an 11-mile chase after he reportedly stole a Florida Highway Patrol trooper's cruiser.",https://miami.cbslocal.com/2019/05/03/florida-man-accused-of-taking-fhp-troopers-cruiser/,2019-05-03T15:01:50Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
104,197,"Florida man accused of beating toddler with brick, leaving her in recycling bin","Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Tristin Tavares Bernard. (Miami-Dade Corrections and Rehabilitation)

MIAMI GARDENS, Fla. (WFLA) - A Florida man is behind bars after he allegedly beat a 3-year-old girl with a brick inside of a recycling bin and left her to die, The Miami Herald reported.

Tristin Tavares Bernard, 18, was arrested and charged early Friday morning with attempted second-degree murder, aggravated child abuse with great bodily harm and torture, and aggravated battery.

Police were called to a neighborhood in Miami Gardens at about 6 p.m. Thursday after a neighbor reported seeing Bernard beating the girl with a brick inside of a recycling bin.

Family members say Bernard is a relative who is mentally unstable.

The girl was being watched by her grandmother who told police she was babysitting the child when she lost track of her.

Sotomayor, who lives a block over, said he heard cries and saw Bernard hitting the girl in the head with the brick, then take off back to his mother's home, leaving the girl behind.

“She was in the bin and she was bleeding on the side of her head,” Jose Sotomayor, the witness, told CBS4. “Thank God I was able to save her life.”

The girl was rushed to Joe DiMaggio Children’s Hospital in Hollywood where she underwent surgery. She’s listed in critical condition.

Bernard was arrested and booked into jail, where he's being held on a total bond of $42,500 on the three charges.",https://www.wfla.com/news/florida/florida-man-accused-of-beating-child-with-brick-leaving-her-in-recycling-bin/1975849851,2019-05-03T14:11:23Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
111,209,REPORT: Florida man molested child after offering victim $5 to wear bathing suit,,http://weartv.com/news/local/report-florida-man-molested-child-after-offering-victim-5-to-wear-bathing-suit,2019-05-03T23:23:26Z,WEAR,Florida Man,"4990 Mobile Hwy, Pensacola, FL 32506, USA",FL,32506
112,210,FLORIDA MAN ARRESTED FOR CHILD PORN: Middleburg man arrested on child porn charges,"Sign in using you account with: {* loginWidget *}

Sign in using your wjax profile

Welcome back. Please sign in

Why are we asking this?

By submitting your registration information, you agree to our Terms of Service and Privacy Policy .

Already have an account?

We have sent a confirmation email to {* data_emailAddress *}. Please check your email and click on the link to activate your account.

Thank you for registering!

Thank you for registering!

We look forward to seeing you on [website] frequently. Visit us and sign in to update your profile, receive the latest news and keep up to date with mobile alerts.

Click here to return to the page you were visiting.",https://www.actionnewsjax.com/news/local/middleburg-man-arrested-on-child-porn-charges/946118012,2019-05-03T21:11:22Z,WJAX,Florida Man,"11700 Central Pkwy #2, Jacksonville, FL 32224, USA",FL,32224
114,212,‘You Gotta Smoke A Bowl With Me Please’: Florida Man Invites Police To Smoke Pot While Showing Off His Marijuana Plant,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/arthur-carracino-.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/arthur-carracino-.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/arthur-carracino-.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man is under arrest after proudly showing off his marijuana plant to police and even inviting them to 'smoke a bowl' with him.",https://miami.cbslocal.com/2019/05/03/florida-man-shows-off-marijuana-police-arrested/,2019-05-03T16:32:53Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
116,214,Florida man accused of bilking clients seeking pregnancy surrogates,"COLLEGE PARK, Md. — A Florida man faces charges in Maryland that he defrauded clients of a company that offered to help locate and financially support pregnancy surrogates for people trying to become parents.

Gregory Ray Blosser, 37, was arrested Monday in Florida on a wire fraud charge and detained until a Friday hearing in Miami, according to federal prosecutors.

Blosser has operated The Surrogacy Group since 2012, with offices in Annapolis, Maryland, and Tampa, Florida. Clients paid Blosser tens of thousands of dollars to find surrogates and support them during pregnancies. Blosser failed to either locate suitable surrogates or pay for their fees or medical expenses after clients deposited money into escrow accounts, a criminal complaint says.

""The victims were not able to obtain refunds, despite numerous attempts by phone and e-mail,"" a Justice Department press release says. ""Victims whose surrogates were not paid by Blosser had to pay the surrogates directly, even though they had provided funds to Blosser for that purpose.""

An assistant federal public defender who represented Blosser at his initial court appearance Tuesday didn't immediately respond to a telephone call seeking comment Friday.

Blosser's victims include seven clients from Maryland, North Carolina, Virginia, Australia and Germany who collectively paid Blosser approximately $200,000, according to an FBI agent's affidavit.

""The allegations in this case are especially egregious because they involve someone taking advantage of individuals who are trying to become parents,"" U.S. Attorney Robert Hur, of the District of Maryland, said in a statement. ""Criminals who line their pockets through such heartless deceit will be held accountable.""

Blosser also faces civil lawsuits in Maryland and Florida, including complaints filed by the attorney general's offices in both states.

An investigation by Florida Attorney General Ashley Moody's office concluded that The Surrogacy Group and Blosser collected approximately $270,000 from clients for services they didn't render.

""The Surrogacy Group and (Blosser) portray themselves as trusted guides, but for many they have betrayed this trust by taking tens of thousands of dollars and then abruptly stopping services or providing no services at all,"" the Florida complaint says.

On April 22, a circuit court judge in Maryland issued a temporary restraining order barring Blosser from selling surrogacy-related services in the state, according to state Attorney General Brian Frosh's office.

The FBI has set up a webpage to identify and contact other clients who may have been defrauded by Blosser and The Surrogacy Group.

A federal magistrate judge ordered Blosser released on $100,000 bond after his detention hearing Friday, according to a spokeswoman for the U.S. attorney's office in Miami.

Blosser, a resident of Tampa, is expected to make his initial court appearance in Maryland on May 17. He faces a maximum sentence of 20 years in prison if convicted of the wire fraud charge.",https://www.news-journalonline.com/news/20190503/florida-man-accused-of-bilking-clients-seeking-pregnancy-surrogates?rssfeed=true,2019-05-03T15:58:17Z,Daytona Beach News,Florida Man,"901 6th St, Daytona Beach, FL 32117, USA",FL,32117
117,215,Police: Florida man beat 3-year-old girl with brick inside community recycling bin,"Police say an 18-year-old Florida man beat a 3-year-old girl with a brick inside a community recycling bin, leaving her critically injured.Miami Gardens police charged Tristan Tavares Bernard with attempted second-degree murder and other felonies Friday in connection with the Thursday night attack.Police say Bernard’s mother was babysitting the girl. Neighbors told reporters they went outside after hearing screams and saw the girl in the bin as Bernard smashed her head with the brick. They said he ran off when they approached. The girl was taken to a Miami hospital for surgery and was in critical condition.Police say Bernard told detectives he hit the girl because she left the house and wouldn’t listen to him.Bernard’s family members told reporters he has a history of mental instability.

Police say an 18-year-old Florida man beat a 3-year-old girl with a brick inside a community recycling bin, leaving her critically injured.

Miami Gardens police charged Tristan Tavares Bernard with attempted second-degree murder and other felonies Friday in connection with the Thursday night attack.

Advertisement

Police say Bernard’s mother was babysitting the girl. Neighbors told reporters they went outside after hearing screams and saw the girl in the bin as Bernard smashed her head with the brick. They said he ran off when they approached. The girl was taken to a Miami hospital for surgery and was in critical condition.

Police say Bernard told detectives he hit the girl because she left the house and wouldn’t listen to him.

Bernard’s family members told reporters he has a history of mental instability.

AlertMe",https://www.wpbf.com/article/florida-man-beat-3-year-old-girl-with-brick-in-community-recycling-bin/27356078,2019-05-03T15:30:00Z,WPBF-TV,Florida Man,"Northcorp Business Park, Palm Beach Gardens, FL 33410, USA",FL,33410
118,216,"Police: Florida man beat child with brick, left her in recycling bin to die","- An 18-year-old Miami Gardens man was arrested Friday morning after police say he beat a little girl with a brick inside a recycling bin and left her there.

Tristin Tavares Bernard is charged with attempted second-degree murder, aggravated child abuse with great bodily harm and torture, and aggravated battery.

According to police, a neighbor reported seeing Bernard beating the 3-year-old victim in the head inside a recycling bin on Thursday. Bernard then took off, leaving the girl to die.

The girl's grandmother was babysitting but reportedly told police that she had lost track of her.

The girl was being watched by her grandmother who told police she was babysitting the child when she lost track of her.

The child was rushed to the hospital where she underwent surgery. At last check, the girl is in critical condition.

Bernard is being held on $42,500 bond.",http://www.fox35orlando.com/home/police-florida-man-beat-child-with-brick-left-her-in-recycling-bin-to-die,2019-05-03T14:35:33Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
119,217,"Florida man wore werewolf mask, used shock collar to abuse 2-year-old, police say","- An Escambia County man was arrested after the sheriff's office says he abused a toddler in multiple ways including using a shock collar.

Andrew Ross Celaius, 37, is charged with aggravated child abuse and tampering with evidence.

According to deputies, the victim's mother brought the 2-year-old girl to the hospital after she thought she had ringworm. It turns out, deputies say, that the ring marks were burn marks.

Deputies searched Celaius's home and found several disturbing videos that showed the abuse the girl had endured. Authorities say one video showed Celaius wearing a werewolf mask during the abuse. The most disturbing video, according to the sheriff's office, is a video showing the child wearing a dog shock collar and hearing the child scream when the collar was triggered.

Eric Furnans, 36, was also arrested and charged with tampering with evidence. Deputies say that Celaius called Furnans from jail and asked him to destroy potentially damaging evidence.

The girl's mother was arrested and charged with neglect. She has since bonded out.

The investigation is ongoing.",http://www.fox35orlando.com/home/florida-man-wore-werewolf-mask-used-shock-collar-to-abuse-2-year-old-police-say,2019-05-03T11:43:43Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
120,218,"Florida man accused of stealing cruiser, leads to chase on turnpike","OKEECHOBEE COUNTY, Fla. - A 22-year-old Largo man is accused of stealing a cruiser and leading Florida troopers on a chase.

The Florida Highway Patrol said Shane Jensen has been charged with stealing a patrol car and reckless driving.

Investigators said around 4 p.m. a trooper saw Jensen who appeared to be medically distressed, along the Florida Turnpike in Okeechobee County.

This was on the northbound shoulder at the 181st mile marker.

Troopers said Jensen was sitting on the grass shoulder next to the trooper's cruiser.

When the trooper went to get Jensen water, he got up and stole the cruiser, according to FHP.

Highway patrol said the suspect reversed the cruiser and accelerated toward three troopers in an attempt to run them over.

Investigators said Jensen drove into Osceola County.

Troopers responded by deploying stop sticks, according to investigators.

Jensen avoided the sticks and drove on the grass median and stopped against a guardrail, according to highway patrol.

Troopers said he exited the vehicle and ran into the woods.

He was arrested and transported to a local hospital for treatment.

No troopers or civilians were injured in the incident, according to highway patrol.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-man-accused-of-stealing-cruiser-leads-to-chase-on-turnpike,2019-05-03T02:58:42Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
121,220,"Florida Man, Convicted Sex Trafficker Sentenced To Five Life Terms","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/alston-williams-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/alston-williams-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/alston-williams-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida sex trafficker will spend his entire life and then some behind bars, after he was sentenced to five life terms for years of abusing and torturing his victims.",https://miami.cbslocal.com/2019/05/02/florida-man-sex-trafficker-five-life-terms/,2019-05-02T15:16:07Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
122,222,Florida man is accused of stealing baby formula,,http://rssfeeds.naplesnews.com/~/601547440/0/naples/home~Florida-man-wearing-blue-bonnet-and-flowery-dress-accused-of-stealing-baby-formula/,2019-05-02T13:02:28Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
123,223,Florida man on death row for murdering cellmate indicted in death of another cellmate,"A man who has already been sentenced to death for killing an inmate in July 2012 was indicted Thursday on charges connected to the death of another inmate at the Santa Rosa County Jail in January 2017.

The State Attorney's Office announced Thursday that Rocky Ali Beamon, 41, was indicted by a Santa Rosa County grand jury on a charge of first-degree premeditated murder.

The charge stems from a Jan. 22, 2017, incident where Beamon allegedly killed his cellmate, 27-year-old Nicholas Anderson.

Prosecutors say shortly after the midnight inmate count, Beamon bound Anderson and strangled him in their cell. He also allegedly used a homemade weapon to cut the man's neck.

Rocky Ali Beamon (Photo: Courtesy of Florida Department of Corrections)

The charge carries a penalty of either death or life in prison. The State Attorney's Office will make a decision on whether to seek the death penalty in the case within the next 30 days, according to a news release. Prosecutors previously told the News Journal the state intended to seek the death sentence in the case if a grand jury indicted Beamon.

Beamon was sentenced to death in January for a separate incident where he killed his cellmate at Apalachee Correctional Institution in Sneads on July 5, 2012. In that incident, Beamon watched the victim, Bruce Hunsicker, for several days to learn his schedule, and then killed him by choking him and stabbing him 80 times in the shower area of the prison dormitory with a homemade shank.

Beamon then rinsed himself off and flushed the shank, a towel and a pair of boxers before proceeding to dinner.

Beamon had been serving, and is still serving, a life sentence for murder in a 2005 case in Hillsborough County.

Annie Blanks can be reached at ablanks@pnj.com or 850-435-8632.

Read or Share this story: https://www.pnj.com/story/news/2019/05/02/florida-man-death-row-murder-indicted-death-another-cellmate-rocky-ali-beamon/3651483002/",http://rssfeeds.pnj.com/~/601547324/0/pensacola/home~Florida-man-on-death-row-for-murdering-cellmate-indicted-in-death-of-another-cellmate/,2019-05-02T12:54:39Z,Pensacola News Journal,Florida Man,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
128,236,"Florida man wanted for carjacking arrested after stealing FHP cruiser on Turnpike, troopers say","Sign in using you account with: {* loginWidget *}

Sign in using your wftv profile

Welcome back. Please sign in

Why are we asking this?

By submitting your registration information, you agree to our Terms of Service and Privacy Policy .

Already have an account?

We have sent a confirmation email to {* data_emailAddress *}. Please check your email and click on the link to activate your account.

Thank you for registering!

Thank you for registering!

We look forward to seeing you on [website] frequently. Visit us and sign in to update your profile, receive the latest news and keep up to date with mobile alerts.

Click here to return to the page you were visiting.",https://www.wftv.com/news/local/florida-man-wanted-for-carjacking-arrested-after-stealing-fhp-cruiser-on-turnpike-troopers-say/945970926,2019-05-03T11:23:31Z,WFTV,Florida Man,"490 E South St, Orlando, FL 32801, USA",FL,32801
129,237,Authorities: Florida man used shock collar to torture 2-year-old girl,"Pictures and videos were found of the man intentionally burning the young girl with a lighter, among other egregious acts.

An Escambia County man was arrested Wednesday under suspicion of using multiple methods of torture to abuse a 2-year-old girl, according to the Escambia County Sheriff’s Office.

Andrew Bennett Ross Celaius, 37, faces multiple charges of aggravated child abuse, child abuse, tampering with evidence and several drug-related charges.

Authorities were alerted about possible abuse by doctors who identified burn marks around the girl’s neck. The toddler was taken to the hospital by her mother, who claimed her daughter had ringworm, the sheriff’s office said.

Investigators searched Celaius’ home and found videos and pictures of Celaius intentionally burning the young girl with a lighter, shooting her with an airsoft gun, hitting her with a bottle and scaring her with a werewolf mask.

However, it was a video displaying Celaius harming the girl with a shock collar — described as a tazing collar for dogs, that deputies found as most egregious, according to deputies.

Investigators also found videos of torture on cloud storage, and they are still looking into what the videos may have been used for.

The mother was also arrested for neglect, but was bonded out of jail. Deputies believe she was unaware of the extent of the abuse. She is fully cooperating with the investigation, according to deputies.",https://www.theledger.com/news/20190503/authorities-florida-man-used-shock-collar-to-torture-2-year-old-girl?rssfeed=true,2019-05-03T08:15:40Z,The Ledger,Florida Man,"300 W Lime St, Lakeland, FL 33815, USA",FL,33815
130,242,Florida man wearing blue bonnet and flowery dress allegedly steals 28 cans of baby formula from Publix,"CLOSE On April 27, 2019, Cape Coral Police responded to a call for service at a Publix on 2420 Santa Barbara Boulevard regarding a retail theft, according to Cape Coral Police Department. Cape Coral Police Department, Fort Myers News-Press

Cape Coral police are looking to identify a man seen roaming a Cape Coral Publix on a motorized cart while bedecked in a blue bonnet and a flowery dress who they say stole infant formula.

They said the man resembles a suspect from similar crimes in North Fort Myers, Fort Myers, Naples, and Punta Gorda.

Police responded to the Publix at Midpoint Center on Santa Barbara Boulevard where a worker said she saw the man in his 50s on surveillance cameras around 9:40 p.m. Saturday. He was also wearing a black jacket and white tennis shoes.

A man bedecked in a blue bonnet and wearing a flowery dress is being sought for the alleged theft of infant formula from the Cape Coral Publix at Midpoint Plaza. (Photo: Special to The News-Press)

The complainant claimed the man took 28 Enfamil formula cans and concealed them under his dress.

He then left the store without paying. The value of items stolen was in excess of $450.

Information on the identity of the suspect can be provided to the Cape Coral Police Department at 239-574-3223. People also can report anonymously at www.capecops.com/tips or text a tip- text CCPD+""Your Message"" to CRIMES (274637). Finally, you can call Crimestoppers at 1-800-780-TIPS.

Connect with this reporter: MichaelBraunNP (Facebook) @MichaelBraunNP (Twitter)

More: Florida man who reportedly bought an $8 million island arrested for alleged Kmart theft

Also: East Naples Save-A-Lot manager sentenced to prison for cashier drawer theft

And: Naples man pleads guilty to taking money from Hurricane Irma victims

A man bedecked in a blue bonnet and wearing a flowery dress is being sought for the alleged theft of infant formula from the Cape Coral Publix at Midpoint Plaza. (Photo: Special to The News-Press)

Read or Share this story: https://www.naplesnews.com/story/news/local/2019/05/02/florida-man-sought-stealing-baby-formula-publix-while-wearing-abonnet-bedecked-bandit-cape-coral-pub/3652408002/",http://rssfeeds.naplesnews.com/~/601547704/0/naples/home~Florida-man-wearing-blue-bonnet-and-flowery-dress-allegedly-steals-cans-of-baby-formula-from-Publix/,2019-05-02T13:07:50Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
131,243,Florida man gets prison for smuggling turtles in candy wrappers,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Matthew Harrison Kail.

COLUMBIA, S.C. (AP) - A Florida man has been sentenced to a year in prison for his part in a reptile smuggling ring that stretched from South Carolina to Hong Kong.

The State reports Matthew Harrison Kail was sentenced Tuesday for the scheme that involved hiding rare turtles in candy wrappers or socks and shipping them overseas.

Prosecutors said Kail was a key part of the operation, which was led in South Carolina by Steven Verren Baker. Baker, of Georgia, was ordered in March to serve just over a year in prison. Authorities have said Baker's one of South Carolina's most well-known wildlife traders.

The newspaper says these are believed to be the state's first prison sentences for illegal wildlife trading. Several other people in the scheme have been sentenced to probation and fines.",https://www.wfla.com/news/florida/florida-man-gets-prison-for-smuggling-turtles-in-candy-wrappers/1972890989,2019-05-02T12:08:16Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
132,244,Florida man gets prison time for smuggling turtles in candy wrappers,"Sign in using you account with: {* loginWidget *}

Sign in using your wftv profile

Welcome back. Please sign in

Why are we asking this?

By submitting your registration information, you agree to our Terms of Service and Privacy Policy .

Already have an account?

We have sent a confirmation email to {* data_emailAddress *}. Please check your email and click on the link to activate your account.

Thank you for registering!

Thank you for registering!

We look forward to seeing you on [website] frequently. Visit us and sign in to update your profile, receive the latest news and keep up to date with mobile alerts.

Click here to return to the page you were visiting.",https://www.wftv.com/news/florida/florida-man-gets-prison-time-for-smuggling-turtles-in-candy-wrappers/945589875,2019-05-02T09:55:23Z,WFTV,Florida Man,"490 E South St, Orlando, FL 32801, USA",FL,32801
133,248,Florida man wins $15 million on scratch-off ticket,"A Florida man from St. John's County decided to claim all of his money upfront when he won millions after playing a scratch-off game in Jacksonville.

For one Florida man, $30 turned into $15 million on Tuesday, News 4 Jax reported.

Christopher Frazier, 45, won the $15 million top prize from the $30 Gold Rush Special Edition scratch-off purchased a Welcome Food Store. The grocery store is local to Jacksonville.

Forget getting his money in increments. Frazier chose to receive his new cash all at once totaling $10.44 million.

If you’re feeling lucky, get your own Gold Rush scratch off. The game offers 24 prizes of $1 million, said News 4 Jax.

Read more here >>",https://www.srpressgazette.com/news/20190501/florida-man-wins-15-million-on-scratch-off-ticket?rssfeed=true,2019-05-01T12:01:12Z,Santa Rosas Press Gazette,Florida Man,"6576 Caroline St, Milton, FL 32570, USA",FL,32570
134,249,"Florida Man Hikes 1,100 Miles Across Florida With His Blind Dog","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/dog-generic-1024x576.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/dog-generic-1024x576.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/dog-generic-1024x576.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Dogs will do anything for their human, but how far would you go for your four legged best friend? One Florida man went so far, he completed the majority of a 1,100 mile hike across the Sunshine State carrying his blind dog on his back.",https://miami.cbslocal.com/2019/04/29/florida-man-hikes-1100-miles-blind-dog/,2019-04-29T16:08:49Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
139,257,Florida man guilty of making 'ISIS-style' execution threats towards Bernie Sanders,"Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed. 2020 Democratic presidential candidate Bernie Sanders appears onstage at the Jazz Foundation of America's 17th annual ""A Great Night In Harlem"" gala concert at the Apollo Theater. (Photo by Brad Barket/Invision/AP)

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed. 2020 Democratic presidential candidate Bernie Sanders appears onstage at the Jazz Foundation of America's 17th annual ""A Great Night In Harlem"" gala concert at the Apollo Theater. (Photo by Brad Barket/Invision/AP)

ORLANDO, Fla. (AP) — A Florida man has been convicted of leaving threatening voicemails for U.S. Sen. Bernie Sanders.

Court records show that a federal jury in Orlando found 57-year-old Robert Francis Pratersch guilty Tuesday of threatening a federal official and interstate transmission of a threat to injure. He faces up to 15 years in prison at a July 16 sentencing.

Federal prosecutors say Pratersch left three profanity-laced, anti-Semitic voicemail messages last fall at Sanders’s office in Burlington, Vermont. Authorities say Pratersch threatened to behead Sanders, “ISIS-style,” and videotape the execution. The remark was a reference to the Islamic State militant group.

Pratersch was indicted by a federal grand jury in February and arrested later that month in St. Cloud, Florida.

Sanders is seeking the Democratic presidential nomination.",http://www.wfla.com/news/florida/florida-man-guilty-of-making-isis-style-execution-threats-towards-bernie-sanders/1970677680,2019-05-01T20:34:15Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
140,259,Arrest of Florida Man Solves 47-Year-Old Murder Case In North Carolina,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />One of the coldest cases in North Carolina has been solved.",https://miami.cbslocal.com/2019/05/01/arrest-of-florida-man-solves-47-year-old-murder-case-in-north-carolina/,2019-05-01T18:47:41Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
141,266,Florida man says sexual adventure led to shootout with deputies,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. (Photo: Orange County Sheriff's Office)

ORANGE COUNTY, Fla. (WFLA ) - A man who allegedly live-streamed a shootout between himself and Florida deputies, after having earlier dragged his wife from a car by her hair, asked a judge to drop all charges, saying the fracas was all part of a sexual adventure between he and his wife.

In a four-page letter to a judge in Orange County, 23-year-old Laforest Gray said he and his wife are adult entertainers with over 70,000 followers on Instagram.

""I am an artist, not a criminal,"" Gray wrote while asking the judge to drop all charges. ""In our role-playing adventures, we have traveled, purchased specific items, added other members and have acted the part in our videos.""

According to the affidavit, deputies were called to at the Citra at Windemere apartment complex in February after a neighbor reported seeing Gray drag a woman by her hair.

Body camera video shows Gray trading fire with deputies. He allegedly fired the first shots. No one was hurt.

The judge later denied the motion by striking it.

Gray remains behind bars on charges including attempted murder of a police officer.",http://www.wfla.com/news/florida/florida-man-says-sexual-adventure-led-to-shootout-that-he-live-streamed/1969248297,2019-05-01T11:31:07Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
142,267,Florida man says sexual adventure led to shootout that he live-streamed,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. (Photo: Orange County Sheriff's Office)

ORANGE COUNTY, Fla. (WFLA ) - A man who allegedly live-streamed a shootout between himself and Florida deputies, after having earlier dragged his wife from a car by her hair, asked a judge to drop all charges, saying the fracas was all part of a sexual adventure between he and his wife.

In a four-page letter to a judge in Orange County, 23-year-old Laforest Gray said he and his wife are adult entertainers with over 70,000 followers on Instagram.

""I am an artist, not a criminal,"" Gray wrote while asking the judge to drop all charges. ""In our role-playing adventures, we have traveled, purchased specific items, added other members and have acted the part in our videos.""

According to the affidavit, deputies were called to at the Citra at Windemere apartment complex in February after a neighbor reported seeing Gray drag a woman by her hair.

Body camera video shows Gray trading fire with deputies. He allegedly fired the first shots. No one was hurt.

The judge later denied the motion by striking it.

Gray remains behind bars on charges including attempted murder of a police officer.",https://www.wfla.com/news/florida/florida-man-says-sexual-adventure-led-to-shootout-that-he-live-streamed/1969248297,2019-05-01T11:19:59Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
