,Title,Summary,Link,Time,Source,Category,Address,State,Zip
909,An Atwater prisoner is missing. Here's what to look out for,"ATWATER, California - A 37-year-old man is missing from an Atwater prison, sparking a multi-agency search Thursday night.

At around 4:30 p.m., Pablo Rene Bucio was discovered missing from a Satellite Prison Camp (SPC) in Merced County.

He is a 37 year-old Hispanic male with black hair (currently shaved), brown eyes, 6 feet tall, and weighs about 170 pounds.

Bucio was sentenced to 262 months with 5 years supervised release for several drug-related charges.

The United States Marshals Service and other law enforcement agencies were notified and an internal investigation was initiated. Anyone with information about Bucio should contact the United States Marshals Service at 559-487-5600.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/local-news/an-atwater-prisoner-is-missing-here-s-what-to-look-out-for/1972125679,2019-05-02T03:28:04Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
911,Family Of Driver Who Died In Tesla Autopilot Crash Files Lawsuit,"<img width=""150"" height=""84"" src=""https://cbssanfran.files.wordpress.com/2018/03/tesla-crash2.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt=""Fatal Tesla Autopilot Crash Scene"" srcset=""https://cbssanfran.files.wordpress.com/2018/03/tesla-crash2.jpg?w=150 150w, https://cbssanfran.files.wordpress.com/2018/03/tesla-crash2.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />The family of the man killed in a crash in Santa Clara County is calling out Tesla with the new lawsuit filed Wednesday, claiming the company is beta testing technology on California roadways.",https://sanfrancisco.cbslocal.com/2019/05/01/family-driver-died-tesla-autopilot-crash-files-lawsuit/,2019-05-01T20:25:55Z,CBS San Francisco,Couple,"865 Battery St, San Francisco, CA 94111, USA",CA,94111
912,Coroner ID's motorcyclist who died following CHP pursuit on Bay Bridge,"- A man who fatally crashed his motorcycle Tuesday morning on the Bay Bridge following a pursuit with the California Highway Patrol has been identified by the San Francisco medical examiner's office as Jose Vargas.

Around 7:30 a.m., a CHP officer initially tried to stop Vargas, 36, in the westbound lanes near the toll plaza for speeding and not having his license plate displayed, CHP Officer Bert Diaz said.

Vargas fled shortly thereafter but crashed his motorcycle into a box truck just east of Fremont Street on the San Francisco side of the bridge, according to Diaz.

Vargas, a San Francisco resident, succumbed to his injuries at a hospital.

",http://www.ktvu.com/news/coroner-id-s-motorcyclist-who-died-following-chp-pursuit-on-bay-bridge,2019-05-01T18:34:01Z,KTVU,Couple,"2 Jack London Square, Oakland, CA 94607, USA",CA,94607
913,Motorcyclist dies in Hwy 173 crash,"SUMMIT VALLEY — A motorcyclist was killed in a crash on Highway 173 Wednesday, officials said.

The crash happened near the Mojave River Forks Regional Park on Highway 173 just before 2 p.m. Wednesday, according to California Highway Patrol officials, and involved a 45-year-old man in a white Ducati motorcycle and a 62-year-old woman in a white Dodge Ram pickup truck.

The crash occurred when the driver of the Dodge Ram, which was pulling a horse trailer and stopped on a “private, paved road” that intersects with Highway 173, made a left turn onto the northbound lanes, directly in front of the Ducati.

,

The motorcyclist slammed into the side of the Dodge Ram, the CHP said, and had “life-threatening injuries” from the impact. He was taken to Desert Valley Hospital but was pronounced dead shortly after.

The identity of the motorcyclist is being withheld pending positive identification and notification of next of kin. No one else was hurt.

The CHP said drugs or alcohol are not suspected to be factors in the crash, which remains under investigation.",https://www.vvdailypress.com/news/20190501/motorcyclist-dies-in-hwy-173-crash?rssfeed=true,2019-05-01T18:14:28Z,VVdailypress.com,Couple,"13891 Park Ave, Victorville, CA 92392, USA",CA,92392
915,"Synagogue shooting suspect John Earnest pleads not guilty, held without bail","A prosecutor speaks at the arraignment for John T. Earnest, the suspect in a mass shooting at a Poway synagogue.

John T. Earnest, the suspect in Saturday's mass shooting at a Poway synagogue, entered a not guilty plea on murder and hate crime charges Tuesday and was ordered held without bail.Earnest was making his first court appearance after his arrest in the shooting at the Chabad synagogue in the San Diego area.Congregation member Lori Gilbert Kaye, 60, of Poway was slain and a rabbi, another man and a girl were wounded in the attack.Earnest, 19, is also suspected in connection with a March 23 fire at a mosque in Escondido.The next court appearance for Earnest was set for May 30.DEVELOPING: This story will be updated as more details become available.",https://abc7.com/synagogue-shooting-suspect-pleads-not-guilty/5278263/,2019-04-30T20:49:56Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
916,Officials: Synagogue suspect had 50 unfired bullets,"Officials: Synagogue suspect had 50 unfired bullets Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed. John T. Earnest appears for his arraignment hearing Tuesday, April 30, 2019, in San Diego. (Nelvin C. Cepeda/The San Diego Union-Tribune via AP, Pool) [ + - ] Video

POWAY (AP) - Prosecutors say the 19-year-old man suspected of opening fire in a Southern California synagogue was arrested with a tactical vest, helmet and 50 unfired bullets.

In the first hearing for John T. Earnest, prosecutors in San Diego said Tuesday that he fired eight to 10 rounds before his rifle jammed in the shooting Saturday at Chabad of Poway synagogue.

One woman was killed and three were injured, including the rabbi.

Earnest pleaded not guilty at the hearing, where didn’t show any emotion. He wore glasses and stood behind a glass panel, appearing to glance at public defender John O’Connell for guidance.

The judge denied bail, calling Earnest an extreme threat to public safety.

For live, local news, download the KRONon app. It lets you watch commercial-free the Bay Area's Local News Station on multiple streaming devices.

Click here to subscribe for a free 7-day trial

WHAT OTHERS ARE CLICKING ON:

>>MORE STORIES",http://www.kron4.com/news/california/officials-synagogue-suspect-had-50-unfired-bullets/1967108364,2019-04-30T20:45:44Z,KRON,Couple,"766 3rd Ave, San Francisco, CA 94118, USA",CA,94118
923,Murders of 2 California women in 1970s linked to dead inmate,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

SAN LUIS OBISPO, Calif. (AP) — DNA evidence has linked the cold-case rape and murder of two women in California’s Central Coast to a man who died of cancer in a Washington prison nearly four decades after the killings, authorities said Wednesday.

DNA taken from an old razor belonging to Arthur Rudy Martinez recently matched DNA left by the suspect in two unsolved killings in Atascadero in the late 1970s, San Luis Obispo County Sheriff Ian Parkinson said at a news conference.

The body of 30-year-old Jane Morton Antunez was found in the back seat of her car on a dirt road on Nov. 18, 1977. She had been sexually assaulted, and her throat had been cut. Less than two months later, 28-year-old Patricia Dwyer was found sexually assaulted and stabbed to death in her home on Jan. 11, 1978.

Martinez moved to Washington from Atascadero shortly after Dwyer was killed. He later was sentenced to life in prison after being convicted of numerous rapes and robberies in Washington, but Martinez escaped from prison in 1994, Parkinson said.

Martinez returned to California and lived in Fresno under an alias for more than 20 years. He turned himself in on his Washington convictions after getting diagnosed with terminal cancer in 2014 so he could get medical treatment in prison, Parkinson said.

He died just about two months later at the age of 65 in the prison in Spokane.

At the time of the murders, Martinez was working as a welder in Atascadero and was on parole for convictions of attempted murder and rape. At one point, he had been considered as a potential suspect in the killings, but there was no evidence at the time linking him to either crime scene, Parkinson said.

The sheriff’s office reopened the 41-year-old cold case in 2017 and decided to test Martinez’s DNA after one of his family members was connected to the case through a familial DNA search, the sheriff’s office said.

“Our hearts go out to the families of the victims and are hopeful the resolution to these cases brings them some closure,” Parkinson said in a statement.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/california/murders-of-2-california-women-in-1970s-linked-to-dead-inmate/1934404842,2019-04-18T00:07:58Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
936,Andrew Janz set to announce his run for city of Fresno Mayor. The public is invited,"FRESNO, California - Fresno County violent crimes prosecutor Andrew Janz plans to announce his run for city of Fresno Mayor on Thursday.

He'll make the announcement at Radio Park around 5:30 p.m., and the public is invited to join.

“Fresno needs someone who is attuned to the needs of its people. Throughout my campaign for Congress and my time as a local prosecutor, I have met thousands of Fresnans who have expressed the need for change in city management. Together, we can work toward ending widespread poverty and the other drivers of homelessness and crime,” Janz remarked in a news release.

Janz is widely known for his congressional run against Rep. Devin Nunes in 2018.

In response, current Fresno Mayor, Lee Brand, released a statement:

I welcome the opportunity to have voters compare my well-earned experience and record of accomplishment, highlighted by creating over 5,000 good-paying jobs with benefits, to his complete lack of experience and a track record that consists of saying 'I'm not Devin Nunes.' Will his new campaign be 'I'm not Lee Brand'? To which I reply, ""Yes, young man, you’re right. You’re not Lee Brand. You aren't even close.""

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/local-news/andrew-janz-set-to-announce-his-run-for-city-of-fresno-mayor-the-public-is-invited/1971374227,2019-05-02T00:00:49Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
942,"Indio police officer injures armed suspect in shooting, suspect identified as 44-year-old","An Indio police officer wounded a domestic violence suspect armed with a rifle who threatened to kill family members and police early Tuesday, a department spokesman said.

The shooting, which was the third involving officers this month, happened just after 5:30 a.m. at a home in the 81-200 block of Daffodil Court, which is in the southern portion of the city.

The suspect was being treated at Desert Regional Medical Center for a gunshot wound to a shoulder and he's expected to survive, police Chief Mike Washburn said.

Rigoberto Ramirez, 44, was shot by an Indio police officer during a domestic violence investigation on April 30. His injuries were not fatal and he was arrested on suspicion of assault with a deadly weapon on a police officer. (Photo: Riverside County Sheriff's Department)

The suspect was identified as Rigoberto Ramirez, 44, according to the Riverside County Sheriff's Department. Washburn said he has a history of domestic violence and is known to police.

Ramirez was arrested on suspicion of assault with a deadly weapon on a police officer. He's being held in lieu of $30,000 bail at the Riverside County jail in Indio and he's scheduled to appear in court Thursday.

He was described as the husband and father of the family occupying a home on Daffodil. Someone from inside the home dialed 911 and said the suspect ""would kill family and officers when they arrived,"" Indio police spokesman Ben Guitron said.

He was armed with a rifle when officers arrived, Guitron said. Police tried to subdue him using non-lethal methods, which included 40-millimeter rubber balls. Efforts failed and an officer opened fire.

Buy Photo Authorities block Daffodil Court while they investigate a shooting involving an Indio police officer and a domestic violence suspect. The suspect was shot Tuesday morning but is expected to survive. (Photo: Colin Atagi/The Desert Sun)

MORE: Desert Hot Springs police chief placed on administrative leave

MORE: Pedestrian killed Monday night in Palm Desert ID'd as Desert Hot Springs man

The suspect returned to the home before going back outside, where he was detained.

There were no injuries to officers or family members, among whom were the suspect's wife and at least one child. At least two guns were recovered, Guitron said.

Neighbors said several shots were fired, and one person claimed there was gunfire before police arrived.

The shooting was preceded by two others this month and Indio police said each one involved armed suspects.

NEWSLETTERS Get the Climate Point: California newsletter delivered to your inbox We're sorry, but something went wrong An occasional email with a California focus on water, energy and climate change, curated by reporter Janet Wilson. Please try again soon, or contact Customer Service at 1-800-834-6052. Delivery: Invalid email address Thank you! You're almost signed up for Climate Point: California Keep an eye out for an email to confirm your newsletter registration. More newsletters

""Those are unfortunately things where we can't always foresee what the outcomes are, especially when the suspect is armed,"" Guitron said. ""Whether they're going to hurt someone or not, we don't know.""

On April 10, an officer fatally shot a robbery suspect an apartment complex in the 81-800 block of Las Palmas Road. Police were investigating a robbery that occurred near Highway 111 and Monroe Street when they were notified the suspect was at the complex.

Then on April 19, officers were involved in a shooting at MiraBella Apartments in Bermuda Dunes.

They were investing an assault when they encountered a suspect at the complex. Police said the suspect, Cameron Kearney, opened fire on officers, who shot back.

No one was hit and Kearney was arrested on suspicion of assault with a deadly weapon on a police officer.

Each shooting involved a different officer, Guitron said.

Buy Photo Indio police investigator place markers outside a home where authorities said a resident threatening his family was injured on Tuesday, April 30, 2019. (Photo: Colin Atagi/The Desert Sun)

Desert Sun reporter Colin Atagi covers crime, public safety and road and highway safety. He can be reached at Colin.Atagi@desertsun.com or follow him at @tdscolinatagi.

Read or Share this story: https://www.desertsun.com/story/news/crime_courts/2019/04/30/indio-police-officer-involved-shooting-departments-third-month/3627251002/",http://rssfeeds.mydesert.com/~/601422190/0/palmsprings/home~Indio-police-officer-injures-armed-suspect-in-shooting-suspect-identified-as-yearold/,2019-05-01T09:50:16Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
943,Police searching for suspect in Northwest Fresno bank robbery,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

Fresno, California - Police are searching for a bank robbery suspect who robbed a Westamerica Bank in Northwest Fresno.

Fresno police said a man walked into the bank at Forkner and Shaw around 2:30 p.m Tuesday and presented a note demanding money.

The man didn't brandish a weapon but said he had a gun, police said. The suspect fled the bank with an undisclosed amount of money.

Police are searching the area for the suspect.

We'll be updating this as soon as more information is made available. If you have any additional information regarding this case please call the Fresno Police Department at 621-7000.



---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/police-searching-for-suspect-in-northwest-fresno-bank-robbery/1967579100,2019-04-30T23:02:51Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
947,Man arrested in SoCal terror attack discussed targeting Santa Monica Pier during the summer,"- A San Fernando Valley man arrested in connection with an alleged domestic terror plot discussed targeting the Santa Monica Pier during the summer because it would ""provide a better space for the attack,"" according to a criminal complaint.

Mark Steven Domingo, 26, of Reseda, a former U.S. Army infantryman with combat experience in Afghanistan, faces federal charges in a terrorist plot in which he planned to detonate an improvised explosive device (IED) for the purpose of causing mass casualties.

Related: Feds arrest suspect in alleged terrorism plot aimed at 'multiple targets' in Southern California

According to the criminal complaint, Domingo suggested targetting the Santa Monica Pier because ""it was a more enclosed space and people would not be able to escape from a blast,"" the complaint reads.

It goes on to state that Domingo said that detonating an IED with a timer on the pier would ""cause a lot of casualties.""

Continue reading below

Domingo was arrested on Friday after he received what he thought was a live bomb, but in fact, was an inert explosive device that was delivered by an undercover law enforcement officer as part of an investigation by the FBI’s Joint Terrorism Task Force. He is expected to be arraigned Monday afternoon.",http://www.foxla.com/news/local-news/man-arrested-in-socal-terror-attack-discussed-targeting-santa-monica-pier-during-the-summer,2019-04-29T20:51:22Z,FOX LA,Couple,"1999 S Bundy Dr, Los Angeles, CA 90025, USA",CA,90025
949,"Castroville man killed outside Salinas after being hit by car, CHP says","Buy Photo (Photo: The Salinas Californian)

A 63-year-old Castroville man died after being hit by a car early Saturday morning outside Salinas, according to the California Highway Patrol.

At approximately 12:30 a.m., Annay Reyes, 19, was driving northbound in a 1998 Lexus ES300 on State Route 183, north of Cooper Road, officers said in a news release.

For unknown reasons, the man was walking along the roadway and attempted to cross traffic lanes, CHP said. Reyes saw the man crossing in front of her car and tried to stop but was unable to avoid hitting him.

The man was pronounced dead at the scene as a result of the crash, according to CHP. Officers did not arrest Reyes.

The man's identity has not been released pending notification of his family.

Neither drugs nor alcohol appear to be factors in the collision, CHP said.

The incident is still under investigation.

Contact reporter Eduardo Cuevas at ecuevas@thecalifornian.com or 831-269-9363. To support this kind of work please subscribe.

Read or Share this story: https://www.thecalifornian.com/story/news/2019/04/28/chp-castroville-man-killed-outside-salinas-after-being-hit-car/3609274002/",http://rssfeeds.thecalifornian.com/~/601305686/0/salinas/news~Castroville-man-killed-outside-Salinas-after-being-hit-by-car-CHP-says/,2019-04-28T15:21:59Z,The Salinas Californian,Couple,"1093 S Main St #101, Salinas, CA 93901, USA",CA,93901
951,Jaime Osuna: Bakersfield's cold-blooded killer,"Jaime Osuna: Bakersfield's cold-blooded killer Video Video Video

KERN COUNTY (KGET) -- ""I have no sympathy, I'm sadistic. I'll do it over and over again.""

Jaime Osuna is already serving life behind bars, for torturing and killing a Bakersfield woman back in 2011.

Now, at age 31, he’s suspected of killing his cellmate.

He calls himself sadistic and says he has no plans to stop killing.

The case of Jaime Osuna is one KRON4’s sister station KGET has been following for years.

As reporters, we cover a lot of crime. We’ve seen many horrific homicides. But Osuna is by far one of the most chilling stories we’ve seen.

His image is unforgettable -- his joker smile and satanic symbol tattooed across his face.

In 2017, KGET’s Olivia LaVoice sat down with Osuna at Lerdo Jail in Bakersfield.

He was in there for murdering Yvette Pena in cold blood.

Pena was a mother of six. A stranger to Osuna.

The day after he met her, she was found at the El Morocco hotel, with knives and a pair of scissors in her back.

""I did sadistically, premeditatedly, liberty tortured and murdered Yvette Peña,” Osuna confessed during the interview.

He told us on camera he killed Pena simply because he had the opportunity.

""The torture and all that, is more of trying to get a rush, it's an addiction, it's a drug,” Osuna said. “I would rather do that than do drugs, I would rather do that than have sex.""

And his motive? He said killing gives him a rish and a sense of fulfillment.

""I don't care if you're a lawyer, a teacher, a gang member. I don't care if you're my brother or sister. I don't care if you're who ever, it's about my decisions at that time,” Osuna said. “It's self-gratification to me.""

Even after he tortured Pena, he continued to torture her loved ones in court - making faces, laughing, and taunting her grieving family.

He even chatted calmly about the Oakland Raiders as he signed his life away.

""I've sat in this courtroom more than a dozen times, and all I've seen was a smile,” Pena’s sister said. “I can't control anybody's actions or emotions or control what's happened, but I do hope that one day, that Osuna will have sorrow, and remorse.”

As Pena’s sister said that, Osuna shook his head and nodded ‘nope.’

“It's not often, even as somebody who prosecutes murderers for a living that I come across somebody that's just plain evil,” said prosecutor Nick Lackie. “If anybody deserves the death penalty, Jaime Osuna does.”

But Osuna escaped the death penalty, taking a plea deal for life in prison without parole.

It doesn't just end with Pena's murder.

Osuna admitted, even bragged, to being responsible for two more unsolved murders.

Olivia: Did you know the other two victims?

Osuna: No.

Olivia: How old were you when you committed your first murder?

Osuna: 13.

Olivia: 13?

Osuna: 13.

Olivia: How old was the victim?

Osuna: The victim was 27, 27.

Olivia: And then in 2007 you killed a 32-year-old woman?

Osuna: yes. Olivia: Where did you kill that woman?

Osuna: You're getting into details now and I can't, sorry. That's one of the questions I can't ask. But the orchards I can say. Kern County has a lot of orchards.

Osuna told us he’s saving the details of those two murders.

As if his crimes are a horror movie and he’s building suspense.

Olivia: How? What are the circumstances behind that?

Osuna: I kind of don't want to get into that because I was young at that age, and that part had to do with, how can I say this, a certain, what is that word, I was kind of like a protege, had a teacher, really don't want to get into that one because I was kind of guided on that one, I was kind of helped, but that was the first taste of of...

Olivia: Was that gang-related?

Osuna: No, none of my crimes are gang-related.

Olivia: But you have someone in your life that taught you how to kill, is that what you're saying?

Osuna: I mean I seen it, there was a person, a friend, that to this day I still got friends that believe in the same stuff that I believe in...

Olivia: That share the same desires?

Osuna: Right exactly.

Osuna alluded to a childhood that may have shaped him to be the way he is.

East Bakersfield. No dad. A mom who was in and out.

So who raised him? The streets.

“Since I was a kid, 8-9 years old, I've killed animals,” Osuna admitted. “My mom would go to the store and I would put the cat in freezer. I would put it in the oven, you know stuff like that.""

Now, fast forward to 2019.

Osuna is serving a life sentence and he's admitted to killing his cellmate, Luis Romero at Corcoran State Prison.

According to documents KGET obtained, Romero was decapitated.

His lungs, eyeballs, and ear were removed and his body was completely mutilated.

Osuna admitted to all of it, but pled not guilty.

Now, he could face the death penalty.

""I love what I've experienced,” Osuna said. “To this day, if I can go back in time to change anything, would I? No. I would go back and do it again and over again. And if I’m released I will probably end up here again with the same case.""

There are still a lot of unanswered questions.

Mainly, why would a man who brags about killing be assigned a cellmate? How did he get a weapon like that? And why would he be left unsupervised?

For live, local news, download the KRONon app. It lets you watch commercial-free the Bay Area's Local News Station on multiple streaming devices.

Click here to subscribe for a free 7-day trial

WHAT OTHERS ARE CLICKING ON:

>>MORE STORIES",http://www.kron4.com/news/california/jaime-osuna-bakersfield-s-cold-blooded-killer/1976553965,2019-05-03T20:08:23Z,KRON,Couple,"766 3rd Ave, San Francisco, CA 94118, USA",CA,94118
957,Desert Hot Springs detective and his girlfriend accuse Chief Mondary of sending lewd messages,"CLOSE DHS Police Chief Dale Mondary was put on paid administrative leave April 29, 2019 while an investigation into potential misconduct is completed Wochit

Days after Desert Hot Springs Police Chief Dale Mondary was put on paid administrative leave amid an investigation into potential misconduct, a detective from his department, along with a woman who is now the detective's girlfriend, have come forward saying the chief sent the woman sexually explicit messages.

Desert Hot Springs Police Det. Larry Gaines, who is also the president of the Desert Hot Springs Police Department Police Officer's Association, said in an interview with The Desert Sun that his girlfriend went public with the messages on Facebook on Sunday. Mondary was put on leave on Monday. Gaines said the messages, sent on Facebook messenger in 2017, were received by his girlfriend while he was in her presence.

""When those messages were coming through, I was sitting right next to her,"" Gaines said. ""Yes: These are real messages. And yes: This happened.""

The Desert Sun has agreed to not use the name of the woman, who told the same story. She told The Desert Sun she posted screenshots of the messages on a Facebook account using a made-up name. They show a series of sexually graphic messages sent to her from what appears to be Dale Mondary's Facebook account in 2017.

Gaines reviewed the screenshots of the messages, and said they were the same messages sent to his girlfriend while Gaines was with her.

Gaines said Mondary apologized to him on at least two occasions at the Desert Hot Springs Police Department for sending the explicit messages.

Mondary has not responded to The Desert Sun's repeated requests for comment.

In early 2017, the woman said, she was in the process of divorcing her now ex-husband and had begun seeing Gaines. Her now ex-husband, a friend of Mondary's, had seen them together. The woman said her now ex-husband asked Mondary to look into it. She said Mondary then reached out over Facebook messenger to ask about her and Gaines.

The woman said she didn't consider her relationship with Gaines to be exclusive or official yet, so she messaged that she was single.

""Actually I'm a little mad at you about it,"" a message from what appears to be Mondary's Facebook account reads.

NEWSLETTERS Get the Climate Point: California newsletter delivered to your inbox We're sorry, but something went wrong An occasional email with a California focus on water, energy and climate change, curated by reporter Janet Wilson. Please try again soon, or contact Customer Service at 1-800-834-6052. Delivery: Invalid email address Thank you! You're almost signed up for Climate Point: California Keep an eye out for an email to confirm your newsletter registration. More newsletters

""Why??"" she responded.

""Had I known you were available... LOL,"" the sender responded.

""Im as single as it gets give me a break,"" the woman responded.

""Well if your [sic] single then we are doing lunch!!!"" the sender responded.

The woman said the conversation stopped then.

Buy Photo Desert Hot Springs Police Chief Dale Mondary. (Photo: J. Omar Ornelas/The Desert Sun)

More: Desert Hot Springs police chief under administrative investigation, placed on leave

More: Law firm to investigate 'conduct' of Desert Hot Springs police chief placed on leave

A short time later, the woman said, Gaines suggested they make their relationship exclusive.

Later in 2017, Gaines said, his girlfriend expressed interest in a career in law enforcement. She and Gaines coordinated a meeting with Mondary to discuss her interest in a program in which the Desert Hot Springs Police Department sponsors a person interested in completing the police academy.

Doria Wilms, the assistant to the city manager, said the City of Desert Hot Springs had a program like the one Gaines and his girlfriend described, but that they no longer run the program.

""If there is a non-sworn employee of the city that expresses interest and shows aptitude, the department has reclassified their position to recruit status and sponsored them for the academy,"" Wilms said. ""The last time that has happened was in 2018.""

The woman said she met with the chief at a Starbucks and spoke with him about what it was like to work in law enforcement and expressed interest in applying for the academy sponsorship.

Mondary, she said in an interview with The Desert Sun, encouraged her to apply for the sponsorship. But she said his behavior during the meeting made her uncomfortable.

""He was staring at my breasts the whole time,"" the woman said.

Buy Photo Desert Hot Springs Detective Larry Gaines is photographed at The Desert Sun newsroom, Palm Springs, Calif., May 1, 2019. (Photo: Zoë Meyers/The Desert Sun)

Gaines said he was upset because the chief knew by then that they were dating. But he said he didn't confront Mondary about it.

About a week later, Gaines said, the sexually explicit messages started.

In a screenshot of a text exchange, Mondary appears to tell the woman he is in Sacramento for a conference.

""I'm going to need you to keep me company by texting me,"" the message reads.

The woman said the messages arrived when she was with Gaines and another friend.

Gaines said his girlfriend asked him what she should do about the messages. Gaines said he told her to let the messages continue, to determine the sender's intentions.

""If he wants to be a dog,"" the woman said of the exchange, ""I'll let him be a dog.""

They were shocked, Gaines said, by how far the conversation went.

""I have to admit that from your pictures on Facebook I knew you were cute but when I saw you I thought..... DAMN,"" read one the message.

""I don’t want to freak you out and offend you,"" the sender continued.

The woman replied that she isn't easily freaked out.

""So the next time we meet you’re going to have a little bit more cleavage,"" the sender wrote.

""Ok done deal,"" she responded.

""I liked what I saw under your shirt but I would like to see more,"" the sender wrote.

The woman said she was surprised whenthe sender began describing in the messages how he wanted her to undress in front of him.

""You have me breathless,"" she responded.

Eventually, the sender said he wanted to have sex with her.

After that, Gaines said, he only interacted with the chief if his job required him to.

""I had nothing to say to him,"" Gaines said.

Gaines said he is still upset about the exchange.

After the exchange, the woman said she deleted the messages and even her Facebook account, but not before taking screenshots.

Gaines said he advised her against making the messages public initially because they both wanted to see if the messages continued.

The woman was ultimately not chosen for the recruitment sponsorship, but Gaines said he didn't think it was related to the messages. Gaines and his girlfriend said she did not go public with the screenshots in retaliation for not being selected for the academy program.

It wasn't until another officer was investigated for inappropriate messages sent on duty that the woman first considered posting the messages.

Desert Hot Springs Police Officer Travis Chapman was put on administrative leave in December 2018 following an investigation by The Desert Sun regarding sexually explicit and other inappropriate text messages the officer sent to an off-the-books informant

Desert Hot Springs police Officer Travis Chapman (Photo: Desert Hot Springs Facebook Page)

More: DHS cop's sexually-charged relationship with off-the-books informant central to internal affairs investigation

More: DHS officer placed on leave as department launches internal affairs investigatio

""How can you discipline and put another officer on admin leave when you’re doing the same thing,"" Gaines said. ""You gotta be held accountable for what you do, it doesn’t stop once you get stars or bars on your collar.""

Acting Chief Jim Henson said Tuesday the investigation into Chapman is ongoing.

Gaines said he has no ulterior motive for coming forward now, other than to show the public what he characterized as Mondary's hypocrisy.

""I have nothing to gain."" Gaines said. ""I have everything to lose.""

The woman emailed the messages to The Desert Sun on Sunday, saying in the email that she wanted to ""bring light to a very big issue.""

""I can not sit back and watch the disgusting actions of a man who is supposed to lead by example but yet punish other officers for the exact same behavior,"" she wrote in the email to The Desert Sun.

She said she also sent the messages to the personal Facebook accounts of Desert Hot Springs' City Manager Chuck Maynard and Deputy City Manager Luke Rainey on the same day.

Wilms said that to her knowledge, neither Maynard nor Rainey received the messages in their official email accounts.

""I can tell you with 100% certainty that they had no forward knowledge,"" Wilms said.

Gaines said he had some awareness that his girlfriend was going to publish the messages, but that the choice to publish them was hers.

Neither Gaines nor the woman have spoken with anyone in the police department or the city about the matter, they said.

Read or Share this story: https://www.desertsun.com/story/news/crime_courts/2019/05/02/desert-hot-springs-police-chief-dale-mondary-accused-lewd-facebook-message-detective-girlfriend/3642909002/",http://rssfeeds.mydesert.com/~/601560642/0/palmsprings/home~Desert-Hot-Springs-detective-and-his-girlfriend-accuse-Chief-Mondary-of-sending-lewd-messages/,2019-05-02T21:06:45Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
