,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
409,645,"Florida woman fends off 300-pound, half-naked attacker with baseball bat","GAINESVILLE, Fla. - A 65-year-old Florida woman wasn’t going to sit by and watch a man break into her car, according to Gainesville police, so she grabbed a bat and took matters into her own hands.

Clarese Gainey said she heard a noise outside her apartment and saw a man in his boxers tugging at her car door handle and knocking on the window, according to WGFL.

Before calling police, Gainey told WGFL she approached the burglar with a baseball bat.

""I grab my bat, I brace myself and I ease the door open,"" Gainey said.

Police said Antonio Mosely, who is 5 feet, 6 inches and weighs 300 pounds, charged the woman.

In response, Gainey hit the half-naked attacker in the head with her baseball bat, police said.

""I took that bat and hit him upside the head, like, 'Pi-yah!' he said, 'Ow!'"" Gainey said, describing the incident.

Mosely left behind his pants, shirt and a sock as he ran to a nearby mobile home park, and was later tracked down by a K-9 unit, according to police.

When police brought Mosely to Gainey for identification, she was able to identify him by his head injury.

Mosley is being charged with two counts of burglary and drug possession and is being held in the Alachua County Jail.

""He better be glad I didn't have a gun,"" Gainey said to WGFL. ""Because I would have shot him. But this is my gun right here (baseball bat). Because I gone, 'Pi-yow!'""

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/strange-florida/65-year-old-florida-woman-whacks-300-pound-half-naked-attacker-with-baseball-bat,2019-04-17T15:36:35Z,WKMG,Florida Woman,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
410,647,FBI: Florida woman in Colorado school threats is dead,"- The Florida woman centered in a massive manhunt in Colorado and believed to be infatuated with the Columbine High School mass shooting was found dead, reports KDVR, the FOX affiliate in Denver.

Sol Pais, 18, was found dead near the base of Mt. Evans in Colorado, KDVR reports. The FBI said Pais flew to Denver from Miami and bought a gun after becoming ""infatuated"" with the mass shooting at Columbine High School. The events leading up to her death have not been provided. By Wednesday afternoon, the FBI sent out the following tweet:

UPDATE: THERE IS NO LONGER A THREAT TO THE COMMUNITY. More information to follow shortly. # FindSol

Denver-area public schools were closed Wednesday as authorities searched for Pais. On Tuesday, FBI said Pais was ""considered to be extremely dangerous"" and ""made threats to commit an act of violence in the Denver metropolitan area"" just days before the 20th anniversary of the attack that killed 13 people.

All schools in the Denver area were urged to tighten security because the threat was deemed ""credible and general,"" said Patricia Billinger, a spokeswoman for the Colorado Department of Public Safety.

Continue reading below

Columbine and more than 20 other schools outside Denver locked their doors for nearly three hours Tuesday afternoon before Wednesday's complete closures were announced.

The Jefferson County Sheriff's Office and the FBI said Pais traveled to Colorado from Miami on Monday night and bought a pump-action shotgun and ammunition.

The FBI's Rocky Mountain Safe Streets Task Force issued a notice Tuesday describing Pais as ""infatuated with (the) Columbine school shooting.""

Sheriff's spokesman Mike Taplin said the threats she made were general and not specific to any school.

The Denver Post reported that a call to a phone number listed for Pais' parents in Surfside, Florida, was interrupted by a man who identified himself as an FBI agent and said he was interviewing them.

Surfside Police Sgt. Marian Cruz confirmed that her parents last saw her on Sunday and reported her missing on Monday. The Miami Herald and WTVJ are reporting that neighbors say the teen is a senior at Miami Beach High School.",http://www.fox13news.com/news/florida-news/fbi-florida-woman-infatuated-with-columbine-shooting-armed-with-shotgun-in-colorado,2019-04-17T10:37:07Z,FOX 13 NEWS,Florida Woman,"3213 W Kennedy Blvd, Tampa, FL 33609, USA",FL,33609
421,668,"Elderly Florida woman fends off 300-pound, half-naked burglar with a baseball bat","- An elderly Florida woman fought off a 300-pound, half-naked burglar with a baseball bat on Sunday.

An arrest report from the Alachua County Sheriff's Office said that on Sunday morning, 36-year-old Antonio Mosley attempted a burglary at a home on NE 12th Avenue in Gainesville. Law enforcement was called to the area after Mosley was observed trying to break into 65-year-old Elaine Clarese Gainey's vehicle.

Mosley was described to be in his underwear and wearing no shirt while doing this. He reportedly weighs about 300 pounds. Gainey confronted Mosley, but he charged at her while she stood in the open doorway of her residence. She feared that he was trying to gain entry into her home and harm her.

So, according to the arrest report, Gainey used a baseball bat to strike Mosley on the left side of his head and told him to get away from her. Gainey fled into a neighboring mobile home park, leaving behind his jeans, shirt, and a sock.

A K-9 reportedly tracked Mosley down, but by this time, he was wearing pants. A baggie of cocaine was found in his pockets. Mosley told law enforcement that he does not remember what happened, but he did identify the clothing left at the scene as his.

Mosley is being charged with attempted burglary of an occupied dwelling and possession of a controlled substance.

This story was written in Orlando, Florida.",http://www.fox35orlando.com/news/local-news/elderly-florida-woman-fends-off-300-pound-half-naked-burglar-with-a-baseball-bat,2019-04-17T16:48:04Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
422,669,Threat by Florida woman with gun shuts Denver-area schools,"LITTLETON, Colo. - Denver-area public schools will be closed Wednesday as authorities search for a young Florida woman who flew to the city and bought a gun after becoming “infatuated” with the mass shooting at Columbine High School.

The FBI said Sol Pais, 18, is “considered to be extremely dangerous” and “made threats to commit an act of violence in the Denver metropolitan area” just days before the 20th anniversary of the attack that killed 13 people.

All schools in the Denver area were urged to tighten security because the threat was deemed “credible and general,” said Patricia Billinger, a spokeswoman for the Colorado Department of Public Safety. Columbine and more than 20 other schools outside Denver lock their doors for nearly three hours Tuesday afternoon before Wednesday’s complete closures were announced.

The Jefferson County Sheriff’s Office and the FBI say Pais traveled to Colorado from Miami on Monday night and bought a pump-action shotgun and ammunition.

Denver Public Schools said that all facilities and programs will be closed Wednesday, and there will be no afternoon activities or athletic competitions. The district said the decision to close campuses was in collaboration with other Denver metro-area school districts due to the ongoing safety concern.

Authorities said Tuesday they are looking for a young woman who is ""infatuated"" with the 1999 shooting at Columbine High School in Littleton, Colorado and made threats just days before the 20th anniversary of the attack that killed 13 people. (April 17)

Tap to unmute

On Tuesday, some schools released their students after additional security was called in and canceled evening activities or moved them inside.

“We always have heightened awareness close to high-profile anniversaries like this,” Billinger said.

Authorities said Pais was last seen near Columbine -- in the Jefferson County foothills outside Denver -- wearing a black T-shirt, camouflage pants and black boots. They appealed for anyone seeing her to call an FBI tip line at 303 630-6227, and said she is too dangerous to be approached by civilians. The alert also said police who come into contact with her should detain her and evaluate her mental health.

“This has become a massive manhunt ... and every law enforcement agency is participating and helping in this effort,” Dean Phillips, special agent in charge of the FBI in Denver, said late Tuesday night.

The FBI’s Rocky Mountain Safe Streets Task Force issued a notice Tuesday describing Pais as “infatuated with (the) Columbine school shooting.”

Sheriff’s spokesman Mike Taplin said the threats she made were general and not specific to any school.

The Denver Post reported that a call to a phone number listed for Pais’ parents in Surfside, Florida, was interrupted by a man who identified himself as an FBI agent and said he was interviewing them.

Surfside Police Sgt. Marian Cruz confirmed that her parents last saw her on Sunday and reported her missing on Monday. The Miami Herald and WTVJ are reporting that neighbors say the teen is a senior at Miami Beach High School.

The Associated Press left messages at two numbers listed for Pais’ relatives in Florida, while another number was disconnected.

Two teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.news4jax.com/news/threat-by-florida-woman-with-gun-shuts-denver-area-schools,2019-04-17T11:20:35Z,WJXT,Florida Woman,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
423,670,Deputies searching for Florida woman who may be missing and endangered,"- Deputies in Pasco County are searching a possible missing and endangered adult.

On Tuesday, they reported that 22-year-old Hayley Nicole Viers may be missing and endangered. They said that Hayley's mother has not heard from her daughter for a few days.

Hayley reportedly has an apartment in Brandon, where an eviction notice was found. Her vehicle was also found at the RaceTrac gas station at State Road 54 and Livingston Road in Land O' Lakes.

Deputies said that Hayley has a tattoo on her right wrist that says 'Daddy.'

Anyone who has seen Hayley or may know where her whereabouts is asked to call 911 immediately.

This story was written out of Orlando, Florida.",http://www.fox35orlando.com/news/local-news/deputies-searching-for-florida-woman-who-may-be-missing-and-endangered,2019-04-16T20:01:47Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
438,694,65-year-old Florida woman beats 300-pound attacker with baseball bat,"GAINESVILLE, Fla. - There's one you need to know if you're going to partake in criminal activity in Florida: Do not mess with Clarese Gainey.

Upon noticing a man in his boxers attempting to break into her Gainesville home Sunday morning, 65-year-old Gainey didn't wait for police to arrive to lay down the law.

Gainey took a baseball bat and smashed the intruder, 300-pound Antonio Mosely, in the head.

""I took that bat and hit him upside the head like 'pi-yah!' He said 'Ow!'"" Gainey told WGFL.

Mosely fled the scene and was later found by K-9 units in a nearby mobile home park. Having changed out of his boxers, Mosely was found with cocaine in his pockets.

Mosely was arrested on counts of burglary and drug possession, but things could have been much worse.

""He better be glad I didn't have a gun,"" Gainey added. ""Because I would have shot him. But this is my gun right here (baseball bat).""

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/65-year-old-florida-woman-beats-300-pound-attacker-with-baseball-bat,2019-04-17T17:42:16Z,WPLG,Florida Woman,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
439,695,"Florida woman 'infatuated' with Columbine shooting prompts manhunt, police say","Sign in using you account with: {* loginWidget *}

Sign in using your wftv profile

Welcome back. Please sign in

Why are we asking this?

By submitting your registration information, you agree to our Terms of Service and Privacy Policy .

Already have an account?

We have sent a confirmation email to {* data_emailAddress *}. Please check your email and click on the link to activate your account.

Thank you for registering!

Thank you for registering!

We look forward to seeing you on [website] frequently. Visit us and sign in to update your profile, receive the latest news and keep up to date with mobile alerts.

Click here to return to the page you were visiting.",https://www.wftv.com/news/local/woman-infatuated-with-columbine-shooting-prompts-school-closures-manhunt-police-say/940877639,2019-04-17T10:16:51Z,WFTV,Florida Woman,"490 E South St, Orlando, FL 32801, USA",FL,32801
453,719,FBI: Florida woman 'infatuated' with Columbine shooting armed with shotgun in Colorado,"- Denver-area public schools will be closed Wednesday as authorities search for a young Florida woman who flew to the city and bought a gun after becoming ""infatuated"" with the mass shooting at Columbine High School.

The FBI said Sol Pais, 18, is ""considered to be extremely dangerous"" and ""made threats to commit an act of violence in the Denver metropolitan area"" just days before the 20th anniversary of the attack that killed 13 people.

All schools in the Denver area were urged to tighten security because the threat was deemed ""credible and general,"" said Patricia Billinger, a spokeswoman for the Colorado Department of Public Safety. Columbine and more than 20 other schools outside Denver lock their doors for nearly three hours Tuesday afternoon before Wednesday's complete closures were announced.

The Jefferson County Sheriff's Office and the FBI say Pais traveled to Colorado from Miami on Monday night and bought a pump-action shotgun and ammunition.

Denver Public Schools said that all facilities and programs will be closed Wednesday, and there will be no afternoon activities or athletic competitions. The district said the decision to close campuses was in collaboration with other Denver metro-area school districts due to the ongoing safety concern.

Continue reading below

On Tuesday, some schools released their students after additional security was called in and canceled evening activities or moved them inside.

""We always have heightened awareness close to high-profile anniversaries like this,"" Billinger said.

Authorities said Pais was last seen near Columbine -- in the Jefferson County foothills outside Denver -- wearing a black T-shirt, camouflage pants and black boots. They appealed for anyone seeing her to call an FBI tip line at 303 630-6227, and said she is too dangerous to be approached by civilians. The alert also said police who come into contact with her should detain her and evaluate her mental health.

""This has become a massive manhunt ... and every law enforcement agency is participating and helping in this effort,"" Dean Phillips, special agent in charge of the FBI in Denver, said late Tuesday night.

The FBI's Rocky Mountain Safe Streets Task Force issued a notice Tuesday describing Pais as ""infatuated with (the) Columbine school shooting.""

Sheriff's spokesman Mike Taplin said the threats she made were general and not specific to any school.

The Denver Post reported that a call to a phone number listed for Pais' parents in Surfside, Florida, was interrupted by a man who identified himself as an FBI agent and said he was interviewing them.

Surfside Police Sgt. Marian Cruz confirmed that her parents last saw her on Sunday and reported her missing on Monday. The Miami Herald and WTVJ are reporting that neighbors say the teen is a senior at Miami Beach High School.

The Associated Press left messages at two numbers listed for Pais' relatives in Florida, while another number was disconnected.

Two teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher.

___

Associated Press writer Thomas Peipert in Denver contributed to this report.",http://www.fox13news.com/news/fbi-florida-woman-infatuated-with-columbine-shooting-armed-with-shotgun-in-colorado,2019-04-17T10:37:07Z,FOX 13 NEWS,Florida Woman,"3213 W Kennedy Blvd, Tampa, FL 33609, USA",FL,33609
454,720,Authorities looking for Florida woman with gun who made Columbine threat to Denver schools,"- Denver-area public schools will be closed Wednesday as authorities search for a young Florida woman who flew to the city and bought a gun after becoming “infatuated” with the mass shooting at Columbine High School.

The FBI said Sol Pais, 18, is “considered to be extremely dangerous” and “made threats to commit an act of violence in the Denver metropolitan area” just days before the 20th anniversary of the attack that killed 13 people.

All schools in the Denver area were urged to tighten security because the threat was deemed “credible and general,” said Patricia Billinger, a spokeswoman for the Colorado Department of Public Safety. Columbine and more than 20 other schools outside Denver lock their doors for nearly three hours Tuesday afternoon before Wednesday’s complete closures were announced.

The Jefferson County Sheriff’s Office and the FBI say Pais traveled to Colorado from Miami on Monday night and bought a pump-action shotgun and ammunition.

Denver Public Schools said that all facilities and programs will be closed Wednesday, and there will be no afternoon activities or athletic competitions. The district said the decision to close campuses was in collaboration with other Denver metro-area school districts due to the ongoing safety concern.

Authorities said Tuesday they are looking for a young woman who is ""infatuated"" with the 1999 shooting at Columbine High School in Littleton, Colorado and made threats just days before the 20th anniversary of the attack that killed 13 people. (April 17)



On Tuesday, some schools released their students after additional security was called in and canceled evening activities or moved them inside.

“We always have heightened awareness close to high-profile anniversaries like this,” Billinger said.

Authorities said Pais was last seen near Columbine -- in the Jefferson County foothills outside Denver -- wearing a black T-shirt, camouflage pants and black boots. They appealed for anyone seeing her to call an FBI tip line at 303 630-6227, and said she is too dangerous to be approached by civilians. The alert also said police who come into contact with her should detain her and evaluate her mental health.

“This has become a massive manhunt ... and every law enforcement agency is participating and helping in this effort,” Dean Phillips, special agent in charge of the FBI in Denver, said late Tuesday night.

The FBI’s Rocky Mountain Safe Streets Task Force issued a notice Tuesday describing Pais as “infatuated with (the) Columbine school shooting.”

Sheriff’s spokesman Mike Taplin said the threats she made were general and not specific to any school.

The Denver Post reported that a call to a phone number listed for Pais’ parents in Surfside, Florida, was interrupted by a man who identified himself as an FBI agent and said he was interviewing them.

Surfside Police Sgt. Marian Cruz confirmed that her parents last saw her on Sunday and reported her missing on Monday. The Miami Herald and WTVJ are reporting that neighbors say the teen is a senior at Miami Beach High School.

The Associated Press left messages at two numbers listed for Pais’ relatives in Florida, while another number was disconnected.

Two teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher.

___

Associated Press writer Thomas Peipert in Denver contributed to this report.

",http://www.fox35orlando.com/news/local-news/authorities-looking-for-florida-woman-with-gun-who-made-columbine-threat-to-denver-schools,2019-04-17T10:34:51Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
455,721,Columbine threat by Florida woman with pump-action shotgun shuts Denver-area schools,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

LITTLETON, Colo. (AP) — Denver-area public schools will be closed Wednesday as authorities search for a young Florida woman who flew to the city and bought a gun after becoming “infatuated” with the mass shooting at Columbine High School.

The FBI said Sol Pais, 18, is “considered to be extremely dangerous” and “made threats to commit an act of violence in the Denver metropolitan area” just days before the 20th anniversary of the attack that killed 13 people.

All schools in the Denver area were urged to tighten security because the threat was deemed “credible and general,” said Patricia Billinger, a spokeswoman for the Colorado Department of Public Safety. Columbine and more than 20 other schools outside Denver lock their doors for nearly three hours Tuesday afternoon before Wednesday’s complete closures were announced.

The Jefferson County Sheriff’s Office and the FBI say Pais traveled to Colorado from Miami on Monday night and bought a pump-action shotgun and ammunition.

Denver Public Schools said that all facilities and programs will be closed Wednesday, and there will be no afternoon activities or athletic competitions. The district said the decision to close campuses was in collaboration with other Denver metro-area school districts due to the ongoing safety concern.

On Tuesday, some schools released their students after additional security was called in and canceled evening activities or moved them inside.

“We always have heightened awareness close to high-profile anniversaries like this,” Billinger said.

Authorities said Pais was last seen near Columbine -- in the Jefferson County foothills outside Denver -- wearing a black T-shirt, camouflage pants and black boots. They appealed for anyone seeing her to call an FBI tip line at 303 630-6227, and said she is too dangerous to be approached by civilians. The alert also said police who come into contact with her should detain her and evaluate her mental health.

“This has become a massive manhunt ... and every law enforcement agency is participating and helping in this effort,” Dean Phillips, special agent in charge of the FBI in Denver, said late Tuesday night.

The FBI’s Rocky Mountain Safe Streets Task Force issued a notice Tuesday describing Pais as “infatuated with (the) Columbine school shooting.”

Sheriff’s spokesman Mike Taplin said the threats she made were general and not specific to any school.

The Denver Post reported that a call to a phone number listed for Pais’ parents in Surfside, Florida, was interrupted by a man who identified himself as an FBI agent and said he was interviewing them.

Surfside Police Sgt. Marian Cruz confirmed that her parents last saw her on Sunday and reported her missing on Monday. The Miami Herald and WTVJ are reporting that neighbors say the teen is a senior at Miami Beach High School.

The Associated Press left messages at two numbers listed for Pais’ relatives in Florida, while another number was disconnected.

Two teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher.",https://www.wfla.com/news/florida/columbine-threat-by-florida-woman-with-pump-action-shotgun-shuts-denver-area-schools/1932461325,2019-04-17T10:30:31Z,WFLA,Florida Woman,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
456,722,"65-year-old Florida woman slugs 300-pound, half-naked attacker with baseball bat",,http://mycbs4.com/news/local/65-year-old-woman-fights-off-300-pound-half-naked-man-with-baseball-bat,2019-04-16T23:49:19Z,WGFL,Florida Woman,"1703 NW 80th Blvd, Gainesville, FL 32606, USA",FL,32606
475,746,"Florida woman 'infatuated' with Columbine shooting prompts school closures, manhunt, police say","Sign in using you account with: {* loginWidget *}

Sign in using your wjax profile

Welcome back. Please sign in

Why are we asking this?

By submitting your registration information, you agree to our Terms of Service and Privacy Policy .

Already have an account?

We have sent a confirmation email to {* data_emailAddress *}. Please check your email and click on the link to activate your account.

Thank you for registering!

Thank you for registering!

We look forward to seeing you on [website] frequently. Visit us and sign in to update your profile, receive the latest news and keep up to date with mobile alerts.

Click here to return to the page you were visiting.",https://www.actionnewsjax.com/news/top-stories/woman-infatuated-with-columbine-shooting-prompts-school-closures-manhunt-police-say/940877630,2019-04-17T10:16:51Z,WJAX,Florida Woman,"11700 Central Pkwy #2, Jacksonville, FL 32224, USA",FL,32224
520,824,Florida Woman Sentenced To 10 Years For Killing Delray Beach Police Officer While Driving Drunk,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/lacy-marie-morris-mug.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/lacy-marie-morris-mug.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/lacy-marie-morris-mug.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />It’s been just over two years since Delray Beach Police officer Christine Braswell was killed by a drunk driver on vacation with another officer.",https://miami.cbslocal.com/2019/04/14/florida-woman-sentenced-delray-beach-police-officer-driving-drunk/,2019-04-14T14:27:30Z,CBS Miami,Florida Woman,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
570,899,Florida woman jumps off Daytona Beach Pier trying to save a drowning boy,"A mother on the beach screaming. A little boy bobbing in and out of rough waves, possibly drowning.

The sight terrified 19-year-old Hanna Pignato, so she jumped off the Daytona Beach Pier into the sea on Saturday evening to try to save the child.

""I was just thinking that could be my little sister I would hope someone would save,"" Pignato said with a deep sigh, lying in her hospital bed Sunday afternoon. ""So I jumped.""

Pignato, a surfer and swimmer, believed she could save the boy but as she fell into shallow waves she hit a sand bar.

""I wasn't thinking about the sand bar,"" she said. ""So I injured my back and broke my foot.""

The fall from the pier hurt Piganto's back and broke her right foot in three places, said her mother, Heather Pignato.

""She had surgery on her foot this morning,"" she said Sunday. ""I'm just glad she won't need surgery on her back.""

Hanna Pignato, a waitress who works on the rooftop of Joe's Crab Shack, told Volusia County Beach Safety Ocean Rescue officers that she jumped into the water to save the child shortly before 8 p.m., Ocean Rescue Capt. Tammy Malphurs said.

""An 8-year-old boy was caught in a rip north of the pier,"" Malphurs said, adding that the child was saved and taken to the hospital as a precaution.

""We also got a report of a woman, who appeared to be a Joe's Crab Shack employee, lying on the beach by the pier,"" she said. ""She advised us she jumped in to help save the boy.""

She said the agency discourages the public from attempting to rescue people and advised that it's better to call 9-1-1.

""We believe her heart is in the right place but we do not encourage people to try and rescue people drowning,"" Malphurs said.

Hanna Pignato said she just couldn't stand by as she watched the child's mother ""freaking out.""

""I didn't want the baby to die,"" she said, donning on the cap of her grandfather, a retired Volusia County sheriff's deputy who died last month. ""He wasn't a baby, he was 7 years old, 8 years old, but still I mean that's a human life you just can't look at that and walk away.""

Heather Pignato, who lives close to the beach, heard the sirens and headed out to see what was happening, not expecting to hear they were there for her daughter.

""I texted her and she didn't answer,"" the mother said. ""Then a friend from work called and said 'Don't worry Hanna is OK. A boy was drowning and she jumped in to save him.'""

Although her daughter was injured, she said she's proud of her because her intentions were good.

""She kept saying 'I'm sorry, don't be mad at me' and I said 'Hanna, you tried to save someone,'"" Heather Pignato said.

This story originally published to news-journalonline.com, and was shared to other Florida newspapers in the GateHouse Media network.",https://www.crestviewbulletin.com/news/20190415/florida-woman-jumps-off-daytona-beach-pier-trying-to-save-drowning-boy?rssfeed=true,2019-04-15T07:07:53Z,Crestview News Bulletin,Florida Woman,"638 N Ferdon Blvd, Crestview, FL 32536, USA",FL,32536
586,923,Florida Woman Plunges From 6th Floor Balcony At Daytona Beach Resort,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2014/01/generic-ambulance.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2014/01/generic-ambulance.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2014/01/generic-ambulance.jpg?w=298 298w"" sizes=""(max-width: 150px) 100vw, 150px"" />A 19-year-old Florida woman plunged to her death from a sixth floor hotel balcony after her boyfriend tried repeatedly to pull her to safety.",https://miami.cbslocal.com/2019/04/11/florida-woman-falls-6-stories-daytona-beach-hotel/,2019-04-11T15:19:48Z,CBS Miami,Florida Woman,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
603,949,Florida woman accused of raping man with dementia at nursing home,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. (Photo: Brevard County Sheriff's Office)

MELBOURNE, Fla. (WESH) - A Melbourne woman is accused of raping an elderly patient who lived in a care facility where she worked.

Officials with the Melbourne Police Department said Monday that they’ve arrested 39-year-old Guettie Belizaire.

Belizaire worked at the Brookshire Assisted Living Facility in Melbourne.

Last December, she was allegedly found naked in the room of a man who suffered from several medical conditions, including dementia.

Police said a sexual assault kit was lab tested and confirmed that a sexual assault had occurred.

Belizaire is charged with lewd and lascivious molestation of an elderly person and abuse of an elderly person.",http://www.wfla.com/news/florida/florida-woman-accused-of-raping-man-with-dementia-at-nursing-home/1917269557,2019-04-11T14:43:31Z,WFLA,Florida Woman,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
637,997,Florida woman rescues fawn after mother deer killed by car,"An Alachua County Fire Rescue employee on her way to work early Thursday found a fawn grieving next to its mother, which had been struck by a car and killed.

Kelly Dugger brought the days-old, less-than-5-pound fawn into ACFR headquarters in Gainesville, where there was ""no shortage of love"" for the little creature, Dugger said.

""(In the car), he just laid down in my lap. I wrapped him in the T-shirt and brought him in,"" Dugger told The Gainesville Sun on Friday. ""You could tell he was young because part of the umbilical cord was still there.

""And when he stood up, he was very wobbly, but whenever he got up, he could walk around. He was just a sweet little guy.""

Dugger found the fawn near County Road 225 about 8 a.m. But she noticed ""Momma"" first, she said.

""She was lying on the side of the road after being hit by a car. Looked like where she landed. There was car debris everywhere,"" she said, noting when she arrived the doe was still alive. ""I didn't even notice the fawn at first. He was in the grass about 15 feet away and bleating.""

Dugger said after the doe died, she picked up the fawn and hauled him to her office. Once they arrived, it didn't take long for the little guy to be named.

""Everyone was calling him 'Rescue' because of the fire rescue,"" Dugger said.

Dugger said she stopped to check on the doe because she has a passion for animals — and people.

She is an ambulance driver for ACFR and worked as a paramedic for 26 years.

Rescuing a fawn is an anomaly, she said, but she has previously picked up dogs injured by cars and taken them to the vet.

""If it was my dog or animal that was hit, I would want someone to pick it up,"" she said. ""I would not want it to lie on the side of the road and suffer. It's just not in me.""

Dugger's passion for helping animals — and getting the fawn fed — led to her not getting a goodbye from Rescue.

""I was going to get him some food, and when I was gone, (the office) called to say FWC was there to pick him up,"" she said.

She said she's just glad he's safe.

Karen Parker, a spokeswoman for the Florida Fish and Wildlife Conservation Commission, said the fawn was picked up by FWC staff and taken to Gainesville-based Florida Wildlife Care, a private wildlife rehabilitation center where the fawn will be cared for and eventually let back into the wild.

Dugger said she would love to go visit Rescue in his new home before he gets released. She said it's important for rescuers like herself to verify lone fawns are abandoned before trying to rescue them.

""I knew the mom was deceased,"" she said. ""Many people just assume a fawn is abandoned if it's alone. The mom is usually around.""

On Facebook, ACFR praised Dugger's ""compassion for animals"" and said her actions are ""a direct reflection of Alachua County’s mission to enhance and care for the lives of those in our community.""

Alachua County spokesman Mark Sexton added: ""Kelly's action embodies our spirit of service. In this case, it was a four-legged member of the public.""",https://www.news-journalonline.com/news/20190413/florida-woman-rescues-fawn-after-mother-deer-killed-by-car?rssfeed=true,2019-04-13T15:02:44Z,Daytona Beach News,Florida Woman,"901 6th St, Daytona Beach, FL 32117, USA",FL,32117
638,998,"Florida woman feels trapped in her own home, says hawk keeps attacking her","June Miller said she feels trapped inside her own home because a hawk won't stop attacking her and her dog.

Miller noticed the hawk's nest in December, on the second floor of her bay window and she believes there is possibly a family nestled in it.



""I can't go out my back door. I can't go out my front door. I can't even sit out (on) my driveway in my garage,"" she said. ""It is (a)huge nest. And he's being very aggressive. I can't run or move fast enough.""



Miller said the hawk swoops in to attack her dog and has nipped her three times in the head, leaving scars.

June's next door neighbor snapped pictures of the nest after News 6 was not allowed on the property of Pelican Bay Golf Community to see the hawk.



""I don't want to hurt the hawk but he attacked me. I mean, you know, can I use that? Stand your ground,"" she said.



Miller claimed the bird has also slammed into her windows while she's inside. She called the homeowners association, which said it can't do anything because hawks are federally protected. The Florida Fish and Wildlife Conservation Commission told her the same thing and to dress accordingly.

""Get a hard hat to protect my head, which is a little late now because I already got three scars,"" she quipped. ""I love animals. I just want the nest removed. If the babies are in it, take them with them. I just want help,"" she said.



The FWC told News 6 the homeowner needs to contact the U.S. Fish and Wildlife Service to get a permit approved in order to remove the nest.

News 6 alo called Pelican Bay Golf Community for comment, but was unable to contact the organization.





Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-woman-feels-trapped-in-her-own-home-says-hawk-keeps-attacking-her,2019-04-12T22:39:37Z,WKMG,Florida Woman,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
750,1174,Authorities searching for missing Florida woman,"- 60-year-old Nancy Jane Urello is missing.

On Sunday, the Citrus County Sheriff's Office posted on Facebook that they are currently searching for Nancy. She is a white female with brown hair and green eyes. She weighs about 140 pounds and stands at 5'7"".

They say that Nancy was last seen getting into her vehicle to go grocery shopping on Saturday afternoon. She was reportedly wearing black pants, an unknown colored shirt, and flip flops. She was driving a gray 2018 Honda Civic that has dents on the driver's side.

Nancy is said to be from the Kissimmee area and has friends both in Osceola and Polk County.

If you have any information regarding the whereabouts of Nancy, please contact the Citrus County Sheriff's Office at 352-726-1121 or CrimeStoppers at 1-888-ANY-TIPS.

This story was written out of Orlando, Florida.",http://www.fox35orlando.com/news/local-news/authorities-searching-for-missing-florida-woman,2019-04-07T19:23:24Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
