,Title,Summary,Link,Time,Source,Category,Address,State,Zip
1191,Man who stabbed parents was educator and former detective,,http://weartv.com/news/local/man-who-stabbed-parents-was-educator-and-former-detective,2019-05-03T20:50:58Z,WEAR,Florida Man,"4990 Mobile Hwy, Pensacola, FL 32506, USA",FL,32506
1192,TSA stops man traveling with moose nuggets in his carry-on bag,"Politics can stink.That was the message delivered by a traveler to airport inspectors in Juneau, Alaska, who found moose nuggets inside his carry-on bag.KTOO Public Media reports the man told agents on April 15 that he collects the droppings and likes to present it ""for politicians and their *bleep* policies.""Transportation Security Administration spokeswoman Lisa Farbstein says the discovery didn't warrant writing a report and the man was sent on his way with the poop.It's not known if it was the same person, but a man was seen passing out baggies of moose nuggets at the Capitol on the same day as a protest against the governor's proposed budget.

Politics can stink.

That was the message delivered by a traveler to airport inspectors in Juneau, Alaska, who found moose nuggets inside his carry-on bag.

Advertisement

KTOO Public Media reports the man told agents on April 15 that he collects the droppings and likes to present it ""for politicians and their *bleep* policies.""

Transportation Security Administration spokeswoman Lisa Farbstein says the discovery didn't warrant writing a report and the man was sent on his way with the poop.

It's not known if it was the same person, but a man was seen passing out baggies of moose nuggets at the Capitol on the same day as a protest against the governor's proposed budget.

AlertMe",https://www.wpbf.com/article/tsa-stops-man-traveling-with-moose-nuggets-in-his-carry-on-bag/27358053,2019-05-03T18:45:00Z,WPBF-TV,Florida Man,"Northcorp Business Park, Palm Beach Gardens, FL 33410, USA",FL,33410
1193,Person of interest sought in drive-by after gunfire narrowly...,"ST. AUGUSTINE, Fla. - The morning after drive-by bullets barely missed a child on a couch in a West Augustine home, a man was spotted walking through a nearby apartment complex openly carrying a gun, investigators said.

They need to know who that man is.

Surveillance video showed the man ""brazenly"" walking through the complex with the handgun and then putting the gun inside a vehicle parked at the complex, according to the St. Johns County Sheriff's Office.

Investigators said the owner of the car refused to allow a voluntary search, but after they got a warrant, they found a 9mm Glock pistol with a 33-round extended magazine (pictured) hidden under the front seat.

They said the gun was reported stolen in Jacksonville earlier this year.

Deputies think the man seen in the surveillance video may be connected to an incident overnight Monday on Scheidel Way that sent bullets flying into a home.

Several bullet holes were found in the home and shell casings were found outside, deputies said.

Multiple rounds hit a couch inside the home, narrowly missing a 9-year-old. Multiple young children were inside the home, including a 1-year-old, deputies said.

""They found nine shots outside, six inside and two shots that hit the couch where my grandson was laying,"" homeowner Leslie Harden told News4Jax. ""For a grandmother, that's a lot.""

""You know, I just want to grab my grandson and hug him. Thank God he was all right,"" she added.

Harden had words for whoever pulled the trigger.

""Why would you do this?"" she said. ""You could have killed an innocent child.""

Anyone who might have been in the area between 11 p.m. and 12 a.m. Monday and saw anything suspicious, including vehicles or people, is asked to contact detectives at 1-888-277-TIPS (8477) or tips@sjso.org. You can remain anonymous and could be eligible for a $5,000 reward if the information provided leads to an arrest.

""If you know something or saw something, say something,"" said Sheriff's Office spokesperson Chuck Mulligan.

Detectives think the man in the surveillance video could be from Duval or St. Johns counties because the gun he was carrying was stolen from Duval County and the owner of the car he left the gun in currently lives in Duval County.

Anyone who might know the man's identity is asked to call Detective Jon Dees with the St. Johns County Sheriff’s Office Major Crimes Unit at 904-209-2130 or if you would like to remain anonymous and be eligible for a reward, contact Crime Stoppers at 1-888-277-TIPS (8477) or TIPS@SJSO.ORG. Reward eligibility for information leading to an arrest is up to $5,000.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/st-johns-county/person-of-interest-sought-in-drive-by-after-gunfire-narrowly-misses-kids,2019-05-03T14:41:43Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
1194,Police: Woman stops to help jogger when suspicious stranger approaches,"LAKE CITY, Fla. - A Lake City woman is being praised for spotting what might have been a dangerous situation for a female jogger and stepping in to help.

The woman said she saw a man driving a pickup truck slow down next to the jogger, who was running on the sidewalk along Southwest McLane Avenue.

The woman said when the man pulled off to the side of the road, she slowed down to keep an eye on things. The man then got out of the truck and approached the jogger.

The man was described as an older white male in his mid-40s to early 50s, wearing a dark ball cap and blue jeans.

When the woman saw him approaching the jogger, she honked and called the jogger over to ask if she knew the man and make sure everything was OK. The jogger said she didn't know him and thanked the woman for stopping.

While they were talking, the man got back in his truck and drove away.

The woman stayed with the jogger until the truck had driven out of sight.

“It is of the utmost importance to be aware of our surroundings,” said Dr. Argatha Gilmore, chief of police for Lake City. “Assisting fellow citizens in this manner is how we keep our community safe. If you see something, say something.”

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/columbia-county/lake-city/police-woman-stops-to-help-jogger-when-suspicious-stranger-approaches,2019-05-03T13:59:36Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
1195,Carjacking suspect arrested after taking trooper's cruiser,"A man wanted in connection with a carjacking was arrested on Thursday after troopers said he stole a Florida Highway Patrol car and led troopers on a pursuit that began in Indian River County and ended in Osceola County. FHP officials said Shane Jensen, 22, stole the cruiser when a trooper stopped to help him. An incident report said the trooper spotted a ""medically distressed"" man on the side of Florida's Turnpike Thursday afternoon. When the trooper went to get water for him, Shane Jensen jumped into the patrol car and sped away. As Jensen drove north, Osceola County sheriff's deputies deployed stop sticks. Jenson avoided them but eventually stopped and ran into the woods. He was arrested a short time later. Authorities said Jensen carjacked a teenager in Clearwater on Wednesday. In addition to those charges, he's now facing charges of stealing a patrol car and reckless driving.

A man wanted in connection with a carjacking was arrested on Thursday after troopers said he stole a Florida Highway Patrol car and led troopers on a pursuit that began in Indian River County and ended in Osceola County.

FHP officials said Shane Jensen, 22, stole the cruiser when a trooper stopped to help him.

Advertisement

An incident report said the trooper spotted a ""medically distressed"" man on the side of Florida's Turnpike Thursday afternoon. When the trooper went to get water for him, Shane Jensen jumped into the patrol car and sped away.

As Jensen drove north, Osceola County sheriff's deputies deployed stop sticks. Jenson avoided them but eventually stopped and ran into the woods. He was arrested a short time later.

Authorities said Jensen carjacked a teenager in Clearwater on Wednesday. In addition to those charges, he's now facing charges of stealing a patrol car and reckless driving.

AlertMe",https://www.wesh.com/article/man-arrested-after-taking-troopers-cruiser/27354136,2019-05-03T13:43:00Z,WESH-TV,Florida Man,"1021 Wymore Rd, Winter Park, FL 32789, USA",FL,32789
1196,"FHP: Man run over, killed by trailer at I-75 rest area","COLUMBIA COUNTY, Fla. - A man is dead after being run over by a trailer at a rest area along I-75 in Columbia County, according to the Florida Highway Patrol.

The incident happened at about 4:20 p.m. Wednesday in the parking lot of the rest area on northbound I-75 near mile marker 412.

Troopers said a rental van with a trailer was parked in the rest area, and the man was leaning on the van.

As the van moved forward, the man fell and was run over by the van's trailer, according to the Florida Highway Patrol's report.

The man died at the scene, officials said.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/columbia-county/man-dead-run-over-by-trailer-i-75-rest-area-officials-say,2019-05-03T00:35:30Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
1202,Jury to decide life or death in murder case of Derrick Thompson,"PANAMA CITY - A jury will decide whether Derrick Thompson will get life without parole or the death penalty for the 2014 murder of Allen Johnson.

Thompson was found guilty Friday of 1st degree murder and robbery with a firearm for the killing of Johnson, a friend, to get money to finance an addiction to prescription pills. The penalty phase began Monday and continues Tuesday.

Witnesses were called by the prosecution and defense. Jordan Limmer, Johnson’s niece, cried when reading a statement about how her uncle was kind and generous, including helping with her horse riding hobby when she was young.

“It’s about what he still means to us and has done for all of us. Uncle Allen was present throughout all of my childhood,” said Limmer. “He made games for each kid because he knew we were all different but his to love. ... I won’t be able to call him anymore and tell him how thankful I am.”

Carolyn Thompson, Thompson’s mother, was called to the stand to talk about her son. Photos of Thompson from his childhood, service in the Army National Guard and with family were shown.

“It’s very close,” said Carolyn Thompson of her relationship with her son. “He had a normal childhood. ... He was president (of the FFA). He had a good relationship with his dad. They hunted and fished.”

Others who testified said Thompson is a religious man, didn’t have a disciplinary track record in prison. He took prescription medication after injuring his back, they said, and his personality changed in his addiction.

Monday's testimony also mentioned Thompson was found guilty on two counts of first-degree murder in Santa Rosa County for the separate murders of Milton residents Steven Zackowski, 60, and Debra Zackowski, 59, shortly before Johnson was killed. Thompson was sentenced to life without parole in that case and those murders weren’t mentioned during the latest trial.

This is the first death penalty case to go to trial in Bay County since the revamping of capital punishment in Florida. The 12-person jury will now need to unanimously return a verdict in favor of the death penalty for the sentence to be imposed.",https://www.newsherald.com/news/20190506/jury-to-decide-life-or-death-in-murder-case-of-derrick-thompson?rssfeed=true,2019-05-06T18:20:00Z,Panama City News Herald,Florida Man,"501 W 11th St, Panama City, FL 32401, USA",FL,32401
1205,"Like it or not, the Electoral College is here to stay: your say","0504 Cartoon (Photo: Rick McKee, The Augusta Chronicle, GA)

Here to stay

I see a lot lately about abolishing the Electoral College but this would require a massive rewrite of article II of the Constitution in an amendment and I doubt you would ever get enough small states to go along.

The reality is the ""popular vote"" has absolutely no significance in the constitutional process of choosing a president. Voting at the citizen level is not even mentioned. It is only state law that gives you any vote at all because the Constitution simply says electors will be appointed by the state legislatures ""in such manner as the legislature thereof may direct"". They could have a lottery if they wanted to. I bet that would surprise a lot of people.

It sometimes amazes me how many people have never actually read the Constitution. On top of that there is really no guarantee that the electors will actually vote the way the legislature told them to. Some elections have ""rogue"" electors.

Since all of this requires that two-thirds of Congress would vote yes and the legislatures of 38 states ratify. None of the small states would, simply because it would effectively take them out of the process of electing a president.

Love it or hate it, the Electoral College is here to stay. In fact, it doesn't take a lot of imagination to see a circumstance when the left would want to have it if migration trends stay the way they are.



Greg Fretwell, Estero

More: It's a bad idea to arm teachers in the classroom: your say

Trump's legacy

NEWSLETTERS Get the Florida Voices newsletter delivered to your inbox We're sorry, but something went wrong Florida Voices tells the stories of everyday Floridians, examining what issues matter most to them in the Sunshine State. Please try again soon, or contact Customer Service at 1-800-468-0233. Delivery: Fri Invalid email address Thank you! You're almost signed up for Florida Voices Keep an eye out for an email to confirm your newsletter registration. More newsletters

Since WWII, we’ve been the go-to country for support during crises. Our presence has prevented the wholesale takeover of countries by rogue nations and terror groups. We were the model to emulate.

Today, our reputation is at an all-time low. Dictators feel free to behave badly because Trump admires them. We no longer step in to help keep the world safer and saner. We haven’t always been right and some countries have a right to be angry with us, but we were still better than whatever was in second place.

Our president likes to be “unpredictable” and he behaves on impulse. Even when he stays with a position, it is destructive, such as his blind allegiance to a wall that will not solve the immigration issue.

When Donald Trump leaves, we will need a president who will help regain our credibility. Even if everything he or she does is welcome and healing, we will not be trusted for many years. The world will say, yes, they’re doing good things now, but that may only last until the next election. What is to stop them from again electing an incompetent, destructive fool with a mental problem? That is Trump’s legacy.

Harriet Stanton-Leaffer, Matlacha

Lock thoughts

This morning, I am looking at 14 vessels waiting in line to go through the Chiquita lock. Why doesn't the lock master, or whomever has the keys to the kingdom, open the lock for 10 to 15 minutes and let the boaters pass through unimpeded?

I'm sure the canal system won't drain completely out in these short burst of common sense.

Norm Mooney, Cape Coral

Education matters

In a recent Mailbag, a writer asked: Shouldn’t there be an age limit on paying school taxes? Shouldn’t there be a limit on what you are compelled to pay? Why aren’t the people who are causing the need for more schools be [sic] obliged to pay for them?

Well, John Adams wrote, “The whole people must take upon themselves the education of the whole people and be willing to bear the expense of it.” Thomas Jefferson warned, “The tax which will be paid for this purpose is not more than the thousandth part of what will be paid to kings, priests and nobles who will rise up among us if we leave the people in ignorance.”

Certainly taxes collected and money paid out should fall under scrutiny, but careful scrutiny requires an educated electorate. If education is provided only to those who can afford it, we will create the very type of system from which we achieved our independence.

I wonder if people realize that each time they pick up a phone or goes somewhere for goods, services, medical attention, and virtually every other type of attention, they are interacting with products of our public education system.

Jennifer Tomlinson, Fort Myers

Silenced voice

In response to the article ""Man who tossed his daughter off bridge asks for new trial.""



The article tells us that John Jonchuck wants a new trial. A motion was file arguing that several decisions made by the trial judge were improper and unfair to Jonchuck.



Was he fair to his daughter, Phoebe? He dropped her 62 feet to her death. Who is going to speak for her?

MaryJane Ricker-Harris, North Fort Myers

Unnecessary encroachment

Yesterday evening, I had been looking forward to a repeat broadcast of Life, Liberty and Levin after missing it the first time. In fact, I had been waiting the whole week for that because so many people had told me how outstanding Mark Levin had been when it first aired. I was shocked to see that a second hour of coverage of the shooting in a California synagogue was underway.

Don't misunderstand me. The shooting, in which one person was killed, was horrible and could only have proceeded from a sick and evil mind. That is not the point, which is simply that all the facts about the shooting which were known or could have been known at that time could have been accurately stated in less than 10 minutes and Levin's fans, including myself, would not have been disappointed. Had additional important facts been uncovered that could have been reported at the bottom of the screen or during a quick short interruption.

This long, drawn-out, repetitive, uninformative and totally boring overcoverage was an unnecessary encroachment on viewers' time and patience.

Richard W. Metz, Fort Myers

Held accountable

As I watch TV and see all the immigrants trying to enter our country, men, women and children there are things they all have in common: most don't speak English, they are all very poor (the cartels got any money they may have had), most need medical attention, most are young and uneducated and the children are in bad shape.

Who do you think will pay for all the government services these illegal immigrants will require, billions and billions of our hard-earned taxes? Meanwhile, we have so many problems in this country where all that money could be spent.

I say let them make their application to enter and then return to Mexico until their case is heard. While all of this is going on, the socialist Democrats refuse to act, they are a disgrace and will be held accountable in the 2020 election.

Maurice Sinclair, Cape Coral

More: Cape Coral needs to get 'lucky' by not letting market get away: your say

See light

The best light by far is daylight. Sending our youngsters out before daylight is ludicrous. Folks can see much better driving in daylight than darkness. Even if we pay a fortune to light up the bus stops, the youngsters still have to get there alive.

If a politician or a school official tells you to send your youngster out before daylight, fire them. They are putting your youngster in harm's way so a few businesses can make an extra dollar serving patrons another hour in the evening.

A little artificial light or daylight, take your pick, its your choice.

Henry Blakley, Fort Myers Beach

0504 CARTOON 2 (Photo: David Fitzsimmons, The Arizona Star, Tucson, AZ)

Read or Share this story: https://www.news-press.com/story/opinion/readers/local/2019/05/05/like-not-electoral-college-here-stay-your-say/3601447002/",http://rssfeeds.news-press.com/~/601646590/0/ftmyers/home~Like-it-or-not-the-Electoral-College-is-here-to-stay-your-say/,2019-05-05T23:49:48Z,The News-Press,Florida Man,"2442 Dr Martin Luther King Jr Blvd, Fort Myers, FL 33901, USA",FL,33901
1206,Putting the honor in Honor Flight: Veterans greeted and feted to D.C. and back,"As a hospice patient with lung cancer and a grim prognosis from doctors, Philip Keenly wasn’t an ideal candidate to make the Collier-Lee Honor Flight trip to Washington, D.C., on Saturday.

The group’s volunteer medical staff debated whether to allow him on the trip or assign him to the less taxing Honor at Home ceremonies planned on the same day at Southwest Florida International Airport.

CLOSE Southwest Florida veterans participated Saturday, May 4, 2019, in the Collier-Lee Honor Flight from Fort Myers to Washington, D.C. Brent Batten, brent.batten@naplesnews.com; 239-263-4776

In the end, they decided with some special accommodations, Keenly could go.

His determination to see the monuments to him and his fellow veterans played into the decision.

“I’m a patriot and I feel very strongly about this country. I went through quite a goddam lot to be here. I’ve never seen it (the Korean War Veterans Memorial). I want to see that our story was told,” said Keenly, one of 86 veterans — the largest contingent in group history — who made the daylong trip on a charter plane to view the war memorials in the nation’s capital.

Eighty-six veterans, 86 stories.

Buy Photo World War II veteran Edwin McQuiston surveys graves at Arlington National Cemetery on Saturday, May 4, 2019. (Photo: Brent Batten/Naples Daily News)

Keenly enlisted in the Marines while still in high school, right after the Korean War broke out.

A rifleman, he took part in the battle at the Chosin Reservoir, notorious for the bitter cold the Marines endured.

“I couldn’t tell you how many guys came back with black feet,” Keenly said, describing the effects of frostbite.

Wounded with shrapnel, he was out of action for 10 days.

“It could have been a helluva lot worse,” he said.

Stories like that of Bob Naum, a B-17 navigator based in England who flew 29 missions over western Europe during World War II. When not plotting a course with a sextant, pencil and paper, he manned a gun fending off German fighters. “I don’t think I ever knocked one down, but I shot a lot of shells at them,” Naum said.

He spent his 96th birthday Saturday in fine style, dancing to big band music and receiving kisses from Andrews Sisters lookalikes near the World War II Memorial.

All his squadron mates are gone, Naum said. “There must be something else someone wants me to do,” he said explaining his longevity.

“It was fantastic,” Naum said near the end of the 20-hour trip.

Or that of James Flanagan, 95. A Marine, Flanagan was learning to fly a dive bomber in preparation for the invasion of Japan when the war ended with the use of atomic bombs on Hiroshima and Nagasaki. “President Truman was nice enough to end the war,” Flanagan said.

He’s been to the World War II Memorial before, but never with a group of fellow veterans. “It brings it home now, more than then,” Flanagan said. “You realize what the service people did.”

There was Norma Jock, one of two female veterans on the trip and a Navy recruiter in New York City during the Vietnam War. She never served in Vietnam but being a recruiter in that era carried its own dangers, she recalled. “They blew up (a recruiting station) in the Bronx. They blew up one in Times Square,” she said.

And Joseph Lipps, who served with the Army’s 34th Engineers at the height of the Vietnam War.

Nearly blind, an impairment Lipps attributes to exposure to Agent Orange, although the government hasn’t acknowledged that, Lipps carried with him the names of 25 fallen comrades.

Honor Flight volunteers made pencil etchings of the names from the Vietnam Veterans Memorial Wall and gave them to Lipps, so he can look at them up close under better light at home.

NEWSLETTERS Get the News Alerts newsletter delivered to your inbox We're sorry, but something went wrong Get alerted to the latest stories to stay on top of the news. Please try again soon, or contact Customer Service at 1-844-900-7105. Delivery: Varies Invalid email address Thank you! You're almost signed up for News Alerts Keep an eye out for an email to confirm your newsletter registration. More newsletters

“I wasn’t expecting that,” Lipps said.

There were somber moments on the trip, to be sure. “It’s an emotional roller coaster,” said Rafael Lopez, one of the organizers.

“If you don’t well up with emotion on that sort of thing, you never will,” said Naples resident and Korean War era veteran Ray Nugent, leaving the changing of the guard ceremony at the Tomb of the Unknowns at Arlington National Cemetery.

But mostly, the mood was festive.

Arriving at Reagan National Airport the veterans and the volunteer guardians accompanying them were greeted by the 32-piece Falls Church, Va., concert band and well-wishers, some volunteers with Honor Flight in Washington, D.C., some simply travelers who walked over from their gates to shake a veteran’s hand and say, “Thank you.”

“That was a wonderful reception. I was in tears. It was just overwhelming, said Army veteran Theodore Cadieu. Although never in combat, some considered Cadieu the most important man in his unit. He was in charge of making sure everyone got paid.

He summed up what many feel about their military service.

“I got a life-changing experience from it. It instilled discipline in me, responsibility. It showed me I can be useful,” he said.

Throughout the day, spontaneous corridors of park visitors would form to thank the Honor Flight group as it made its way around the monuments.

Arriving back at Southwest Florida International, there was an even bigger welcome awaiting veterans.

Organizers estimate 3,000 people, the largest welcoming committee in the group’s six-year history, lined the terminal to shake hands and thank the veterans for their service. There were bands, JROTC units, Boy Scouts, Girl Scouts, veterans’ groups, costumed military personnel from different eras, flag-waving families and people with no affiliation other than to just thank a veteran.

“Don’t you dare write that I cried,” Nugent said making his way through the phalanx of greeters.

The number of World War II and Korean War veterans is dwindling. “History is leaving us quickly,” Honor Flight media coordinator Rick Wobbe said.

This trip, the local group’s 19th, included 15 veterans from World War II and 34 from Korea.

As the trend continues, the group will bring in Vietnam and Cold War era veterans take their place.

Chartering a plane costs about $130,000, gathered through donations. Storm Smart Shutters contributed $80,000 toward Mission 19.

The next trip is planned in September.

For more information about Collier-Lee Honor Flight, see the website at https://www.collierhonorflight.org/.

Read or Share this story: https://www.naplesnews.com/story/news/local/2019/05/05/honor-flight-lives-up-its-name-southwest-florida-veterans/3650906002/",http://rssfeeds.naplesnews.com/~/601636746/0/naples/home~Putting-the-honor-in-Honor-Flight-Veterans-greeted-and-feted-to-DC-and-back/,2019-05-05T14:22:35Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
1207,Pit bull recovering after being dragged by truck in Spring Hill,"Pit bull recovering after being dragged by truck in Spring Hill Video

Spring Hill, FLA - HERNANDO COUNTY, Fla. (WFLA) - A young pit bull is recovering after he was allegedly dragged by a rope that was tied to the back of a pickup truck bumper, witnesses told News Channel 8.

It happened at the intersection of Northcliffe Boulevard and Franconia Avenue in Spring Hill on Friday morning.

Jan Harwood, the owner of Nature Coast Animal Wellness and Surgery Center in Weeki Wachee, said she watched as the dog was dragged by a truck that was going 30 to 40 miles per hour, and hurled onto the road.

Harwood and another man in a van pulled over as the driver of the truck drove away.

She said the pit bull, which she named ""Ollie,"" had severe road rash all over his body. The pads of his feet were worn off.

Harwood said the van owner brought the injured dog to her clinic, which is just up the highway and a veterinarian performed X-rays and ultrasounds. The vet said Ollie had no broken bones or internal injuries, which is amazing, considering the traumatic incident he had just been through.

“He was beating the ground with such velocity and such a high rate of speed, so he was being pulled along and then when the driver of the truck decided to make a turn, luckily when he made that turn, the dog's head slipped out of the collar. It was attached to the rope,” Harwood said.

The Hernando County Sheriff's Office is searching for an older, beat up, blue pickup truck with furniture in the back.

In the meantime, “Ollie"" is being fostered at a vet tech's house and might be available for adoption once he is healed.",http://www.wfla.com/news/local-news/pit-bull-injured-after-being-dragged-by-pick-up-truck-in-spring-hill/1979071412,2019-05-05T11:00:08Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
1208,Retired NFL star Deion Sanders' long-awaited return to Fort Myers leads to reconciliation,"CLOSE Deion Sanders, a North Fort Myers High School graduate, shares portions of his life story with the community on Saturday at Fort Myers High School. Kinfay Moroti, The News-Press USA TODAY NETWORK - FLORIDA

Deion Sanders' return to Fort Myers on Saturday was an effort at reconciliation with his hometown.

The two-time Super Bowl winner and World Series player was awarded a key to the city during a community forum Saturday night at Fort Myers High School.

The relationship between Sanders, 51, and the city he grew up in has been a rocky one. It included failed business proposals such as a 2005 attempt to build affordable housing where it's needed the most and an arrest for trespassing and fishing on a private lake near Southwest Florida International Airport.

But on Saturday night, all of that appeared to be forgotten as Sanders was welcomed on stage with a standing ovation with audience members cheering loudly for him.

""You are indeed a hometown hero,"" said Fort Myers Mayor Randy Henderson.

The event was attended by about 150 people, and their recognition of Sanders prompted the Pro Football Hall of Fame member, known as ""Prime Time,"" to apologize to his childhood city.

""This is long overdue. This is like a reconciliation for me,"" Sanders said. ""The reason it hurt so bad was because I don't give a damn what they say about me in Dallas, Atlanta, San Francisco, New York,"" Sanders said. ""I don't care because it was my job. ... When you talk about me, some things I let slide, but you are all family. You only get one shot at calling the place home.""

More: Deion Sanders relishes chance to return home, attack issues facing Fort Myers in forum

More: Deion Sanders: What the Fort Myers native, ESPN documentary star meant to Florida State

NEWSLETTERS Get the Breaking News newsletter delivered to your inbox We're sorry, but something went wrong Urgent developments you should know now, not later. Please try again soon, or contact Customer Service at 1-800-468-0233. Delivery: varies Invalid email address Thank you! You're almost signed up for Breaking News Keep an eye out for an email to confirm your newsletter registration. More newsletters

""Thank you from the bottom of my heart,"" Sanders said. ""God was saying reconciliation. This has been reconciliation and a spirit of peace since I got here.""

""I apologize to you as well. You have no idea what you all did to me this particular weekend. The best is yet to come.""

For his return, Sanders brought with him Dallas-area Pastor Omar Jahwar to hold Prime's Community Correction, a forum meant to understand the problems that Fort Myers faces. On Sunday, Sanders was set to host his Prime Elite Underclassmen Camp for local athletes at Bishop Verot High School.

The Saturday night talk was a fact-finding mission but included few details on how to help the city. Sanders promised to return.

Violence, poverty and lack of opportunity are some of the factors that lead to violence in a community, Jahwar said.

""Social civility is available to young people even when they don't understand it,"" Jahwar said. ""Violence becomes the language of those who are underserved.""

Jahwar mentored Antong Lucky, founder and former leader of the Dallas 415 Bloods gang, and the two are now part of Urban Specialists, a group that looks to use the experience of former gang members as the best way to keep others from that life.

""The key thing for us to do, especially people who are trying to help, is to listen,"" Lucky said. ""You've got to hear what people want without judging them.""

Lucky said violence, drug dealing and gangs become part of the equation because of proximity. It's what they see in their community, Lucky said, and it's a cycle that continues.

However, Sanders didn't get caught up in it. Sanders grew up in Dunbar but at an early age said he would stay away from drugs and alcohol to remain focused on sports and school.

""I am only up here right now because I had a plan,"" Sanders said. ""I did not allow anyone out there to affect my plan.""

Sanders was almost brought to tears when he spoke about his mom, Connie Knight, and the long work hours she put in at Lee Memorial Hospital.

Sanders also thanked her for exposing him to life outside his neighborhood. He said she would take the North Fort Myers High School graduate for drives down McGregor Boulevard and to Naples. The exposure to a different life showed him what was possible.

""I was exposed to so much that I had a choice so I didn’t fall prey,"" he said. ""I had seen another way. That influence changed my life.""

Henderson said Sanders' ""message quite frankly was one of the most powerful messages I have witnessed in my adult life.""

His apology was an ""outward demonstration"" of his character.

""I'm not sure that was necessary, but he felt that was necessary and that's what I respect and I honor that,"" Henderson said.

Lehigh High School football coach James Chaney, who played with Sanders at North Fort Myers and Florida State University, said it was good for his team to hear Sanders talk about his accomplishments.

Chaney said he was grateful for Sanders' return and the past should remain in the past.

But he said it's important to remember there are men in Dunbar and Fort Myers who are working to make change for others.

""I don't ever want to discount what the average man has done for our kids,"" Chaney said. ""You don't have to be a NFL player to give back, and I feel (Sanders) feels that, too.""

Earnest Graham, football coach at Evangelical Christian School and a former NFL player for the Tampa Bay Buccaneers, said Sanders appears to be ""a man of purpose"" and will get things done.

Fort Myers Councilwoman Terolyn Watson is hoping the city and Sanders can move forward and facilitate changes that are needed.

""I think Deion's main message tonight is the choices you make in life can make a difference,"" Watson said. ""He's one of our most successful people. He has a great story. He's a great role model.""

Darrell Rowe, 14, was excited to see Sanders in person. He plays football and basketball and participates in track.

""He's someone I can look up to, someone who made it out,"" the Oak Hammock Middle School student said. ""I can do the same thing and I can make it out.""

Read or Share this story: https://www.news-press.com/story/news/local/2019/05/05/nfl-player-deion-sanders-returns-fort-myers-reconciliation/3627166002/",http://rssfeeds.naplesnews.com/~/601631792/0/naples/home~Deion-Sandersapos-longawaited-return-to-Fort-Myers-leads-to-reconciliation-and-apology/,2019-05-05T09:41:13Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
