Title,Summary,Link,Time,Source,Address
Florida Republicans warn Trump not to arrive in storm-torn Panhandle empty-handed,"A person in Washington with knowledge of President Donald Trump’s visit said he was hesitant to commit while Republicans and Democrats in Congress continue to feud over a disaster relief package. | Chris Kleponis-Pool/Getty Images Florida Republicans warn Trump not to arrive in storm-torn Panhandle empty-handed

TALLAHASSEE — Florida Republicans have warned the White House that a planned campaign rally in Panama City on Wednesday needs to include an announcement of aid for the storm-torn region, but as of late Tuesday the Trump administration had made no guarantees, according to three people with knowledge of the president’s plans.

Party officials have told President Donald Trump to arrive in the Panhandle with something more than rhetoric for residents, who are still still living among piles of destruction left by Hurricane Michael seven months ago. U.S. Rep. Matt Gaetz and Gov. Ron DeSantis met with Trump at the White House on Monday to discuss the campaign rally. After the meeting, Gaetz said Monday night that no decisions about an announcement had been made.

Story Continued Below

A person in Washington with knowledge of Trump’s visit said the president was hesitant to commit while Republicans and Democrats in Congress continue to feud over a disaster relief package that would send hundreds of millions of dollars to the Panhandle. A sticking point in those talks has been Trump's reluctance to provide more money to Puerto Rico, which is a top priority for House Democrats.

DeSantis in April had asked Trump to increase Federal Emergency Management Agency funding after the National Oceanic and Atmospheric Administration determined that Hurricane Michael was more damaging than originally thought and upgraded it to a Category 5 storm.

The Florida Legislature set aside $1.8 billion toward recovery funding as part of a $91 billion spending package lawmakers sent to DeSantis last week. The federal funding would reimburse those state dollars, but Triumph Gulf Coast Consortium Chairman Don Gaetz — Matt Gaetz’s father — said what matters more to Panhandle residents is an explanation.

""I think what the president owes everyone an explanation,"" Don Gaetz said Tuesday. ""The people in the Panhandle want to know why the funding is being held up and what he's going to do about it.""

Triumph is a nonprofit board that was created to distribute settlement money from the 2010 Deepwater Horizon oil spill. The board agreed to provide $15 million toward storm recovery costs.

Florida Chief Financial Officer Jimmy Patronis, a Republican, said he expects Trump to make FEMA responsible for 90 percent of Michael’s recovery costs, an increase from the current 75 percent.

“That’s a lot of money and it would bring a lot of relief to communities that have been hurting,” Patronis told POLITICO on Tuesday. ""If I were a betting man I'd say he'd approve the 90-10 [percent] funding.“

Patronis said Trump's campaign team had originally planned a 7 p.m. campaign event, but have agreed to add a Wednesday morning tour of Tyndall Air Force Base, which was hit hard by the storm.

Hurricane Michael rivals Hurricane Andrew as one of the worst to hit the state.

“These people deserve something,” said Patronis, who lost the hospital where he was born to the storm. “Why would he come out to one of the most devastated parts of the state without good news?”

Trump campaign spokesperson Tim Murtaugh did not respond to a request for comment.

Trump will arrive at Tyndall on Air Force One with Republican U.S. Rep. Neal Dunn, whose district includes Panama City. Dunn said his office helped the White House make plans for the rally.

“I think one of the reasons he’s going there is because of our constant nagging,” Dunn said. “We’ve been doing that since day one.”",https://www.politico.com/states/florida/story/2019/05/07/florida-republicans-warn-trump-not-to-arrive-in-storm-torn-panhandle-empty-handed-1010176,2019-05-08T00:37:39Z,POLITICO,"1100 Wilson Blvd Suite 601 Arlington, VA 22209 United States"
1 dead in STEM school shooting outside Denver,"HIGHLANDS RANCH, Colo. (WFLA/AP) - At least one person is dead after a shooting at a STEM school outside of Denver, according to KUSA.

That person's identity has not been released.

Initial reports said eight students were admitted to hospitals.

A shooting at a suburban Denver middle school injured seven people Tuesday, and two suspects were in custody, authorities said.

KUSA reports the suspects are one juvenile boy and an adult man. Officials said they believe both are students at the school.

According to KUSA, the shooters walked into the school and engaged students in two seperate locations.

Lines of firetrucks, ambulances and law enforcement vehicles from multiple agencies were at the school and medical helicopters landed on a grassy field.

The shooting occurred at the middle school at STEM School Highlands Ranch, a public charter with more than 1,850 students in kindergarten through 12th grades.

The sheriff’s office said deputies responded around 1:50 p.m. to the school in the Highlands Ranch community about 15 miles south of Denver.

Nicholson-Kluth said police and deputies got there almost immediately and heard shots as they arrived. The school is near a sheriff’s department substation.

The sheriff’s office directed parents to a nearby recreational center to pick up their children.",https://www.wfla.com/national/1-dead-in-stem-school-shooting-outside-denver/1986831957,2019-05-07T23:54:36Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA"
"Semi crashes on I-75 NB in Marion, forcing lane closures","The driver, a 54-year-old Citrus County man, was taken to Ocala Regional Medical Center with non-life-threatening injuries

The driver of a semi was taken to a hospital in stable condition after the big rig he was driving crashed into a guard rail on Interstate 75 north of Ocala late Monday night.

A Florida Highway Patrol trooper on scene said the 54-year-old Citrus County man was taken to Ocala Regional Medical Center with non-life-threatening injuries. His name was not initially released.

He had to be pulled from the truck by Marion County firefighters using the Jaws of Life device to rescue him.

The truck was northbound on I-75 in the left lane when, for unknown reasons, the driver veered onto the west shoulder and took out about 100 feet of guard rail. The semi tipped over on the driver's side, trapping the man.

He was hauling 41,000 pounds of bananas, troopers said. The cargo remained intact.

Two other vehicles were struck by debris. Those drivers were not injured.

The crash occurred near Mile Marker 360, roughly eight miles south of the County Road 318 interchange.

As of 12:30 a.m. Tuesday, the center and left lanes remained blocked as a tow truck crew attempted to remove the semi.",https://www.ocala.com/news/20190507/semi-crashes-on-i-75-nb-in-marion-forcing-lane-closures?rssfeed=true,2019-05-07T23:02:07Z,Ocala.com,"2121 SW 19th Avenue Rd, Ocala, FL 34471, USA"
"""It could have taken his head off!""","""It could have taken his head off!"" Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Video

(WESH) A Sunday bike ride through an Ormond Beach, Florida park was anything but pleasant for a woman and her boyfriend.

He said he rode right into a fishing line, tied off between a dock and a tree, that was at neck height.

The man said he had to fall off his bike to avoid a possible life-threatening injury.

""I'm lucky to walk away. It's just scary to think that something like that is out here,"" the man said.

""He could have gone right through it, and it could have taken his head off in all reality,"" his girlfriend added.

""It was burning, like somebody was like, taking fishing wire or something like that trying to decapitate me the whole time,"" he said.

The man and his girlfriend asked not to be identified since they ride bikes in Central Park almost daily, and fear reprisal for sounding the alarm.

Read more: http://bit.ly/2DQiSMv

Find 22News on Twitter, Facebook, and Instagram; send your news tips to reportit@wwlp.com.",http://www.wwlp.com/world/-it-could-have-taken-his-head-off-/1986817782,2019-05-07T20:31:59Z,WWLP,"1 Broadcast Center, Chicopee, MA 01013, USA"
Worcester man charged with 5th OUI,"BOURNE — A Worcester man pleaded not guilty to his fifth drunken driving offense Monday in Falmouth District Court.

Peter Bonasia, 54, was arraigned on charges of driving under the influence of alcohol, fifth offense; negligent operation of a motor vehicle; possessing an open container of alcohol in a motor vehicle; and speeding, according to court documents. He is being held on $1,000 bail, is ordered not to drive and must remain alcohol free.

On Sunday at roughly 3:30 p.m., troopers were on the lookout for an erratic driver approaching the Bourne Bridge in a black Kia Forte, according to a state police report.

A trooper saw the vehicle pass by with the driver’s side window “completely down” while heavy rain was falling. The officer pursued the driver — later identified as Bonasia — who had “both hands on the wheel with his head appearing to be slowly dipping down” as if falling asleep, the report says. The trooper clocked his speed at greater than 90 mph in a 65 mph zone, according to the report.

The trooper stopped Bonasia as he was forced to slow down due to vehicles ahead of him. He failed several field sobriety tests, the report says. Troopers allegedly found two empty pints of Jose Cuervo, 80 proof; two empty nips of Jose Cuervo and one full nip of Jose Cuervo in the vehicle.

Police discovered Bonasia had four prior OUI convictions in Florida, the report says. Bonasia is scheduled to return to court for a pretrial hearing June 5.",https://www.capecodtimes.com/news/20190507/worcester-man-charged-with-5th-oui?rssfeed=true,2019-05-07T19:38:34Z,capecodtimes.com,"319 Main St, Hyannis, MA 02601, USA"
Brother of teen faces charge for driving him to Miami-Dade school to confront student,"<p>The adult brother of one of three teenagers who were stabbed Monday afternoon after going to Felix Varela Senior High School in The Hammocks to confront a student was arrested Tuesday for driving the teens to the school, Miami-Dade County Public Schools spokeswoman Jaquelyn Calzadilla said.</p>

<p>Calzadilla said the man, identified as Matthew Moya, is charged with contributing to the delinquency of minors.</p>

<p>According to Calzadilla, three teenage boys approached a 15-year-old Felix Varela student who was sitting in his car around 2:30 p.m. Monday near the school in the 15200 block of Southwest 96th Street.</p>

<p>A fight ensued and the Felix Varela student pulled out a knife and stabbed the other teens just as students and staffers were leaving the campus for the day, Calzadilla said. </p>

<p>""Following a thorough investigation involving interviews with witnesses and involved parties, it was determined that the hospitalized victims were the main aggressors,"" Calzadilla said.</p>

<p>She said all four teenagers will face charges. The teens who were stabbed will be charged with burglary and battery while the Felix Varela student will be charged with possession of a weapon on school grounds.</p>

<p>The teenagers enrolled in Miami-Dade schools will also be disciplined according to the code of student conduct.</p>

<p>Two of the victims attend another public school in Miami-Dade County while the third boy no longer attends public school in the county, Calzadilla said.</p>

<p>Paramedics transported one victim to Kendall Regional Medical Center's trauma center and the others to another local hospital, where they were listed in stable condition.</p>

<p>Extra police officers were assigned to the school Tuesday as a precaution.<br />
 </p>",https://www.local10.com/news/florida/miami-dade/brother-of-teen-faces-charge-for-driving-him-to-miami-dade-school-to-confront-student,2019-05-07T16:59:39Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA"
Clermont man on trial in hit-and-run death,"TAVARES — When Aaron Zacharias was struck by a hit-and-run driver on Dec. 6, 2015, he suffered injuries as severe as if he had fallen from a four-story building, a pathologist testified Tuesday.

“It was significant force,” said Dr. Wendy Lavezzi, deputy chief medical examiner for the 5th Judicial Circuit, which includes Lake County.

Lavezzi said Zacharias' spinal column was “transected” and his brain stem was torn in two. He had a broken femur, hemorrhages to the head and abrasions, she said. The prosecutor also had her hold up the victim’s clothing so the jury could see what he had been wearing.

“He wouldn’t have been able to get up and walk around?” asked Assistant State Attorney Jason Nimeth.

“No,” she replied.

David J. Sheets, 52, of Clermont, faces charges of failing to stop for a crash involving death, a first-degree felony, and leaving the scene of an accident with property damage, a second-degree misdemeanor.

He told Florida Highway Patrol troopers that he thought he might have hit a deer or “zoned out” and hit a mailbox at 11 p.m. while traveling south on Lakeshore Drive. He said he stopped and went back to the area but could not see anything, according to the investigative report.

FHP investigators concluded that 26-year-old Zacharias was crossing Lakeshore near Preston Cove Road when he was struck by a vehicle. FHP found pieces of Bondo, a material used to repair dents in vehicles. They also found the pedestrian’s flashlight, which was turned on, a cellphone and other items.

Investigators concluded the collision vaulted Zacharias 55 feet from the point of collision and his right shoe more than 73 feet.

Two days after the crash, Lake County Sheriff’s Deputy Bret Rutzebeck called FHP and said his friend, Sheets, called him and told him he had read a news account of Zacharias’ death.

Sheets met the deputy and a trooper in his driveway and said, “I believe this is the vehicle the Florida Highway Patrol is looking for.”

The trooper noticed the dented area in the black 1968 pickup truck where the Bondo had been knocked loose, and other damage.

Sheets said he drank two or three beers that afternoon — about five hours before the crash. He said he had driven to a storage unit in the minutes leading up to the accident.

Circuit Judge Heidi Davis is presiding over the trial.",https://www.dailycommercial.com/news/20190507/clermont-man-on-trial-in-hit-and-run-death?rssfeed=true,2019-05-07T16:20:00Z,Daily Commercial,"212 E Main St, Leesburg, FL 34748, USA"
"St. Louis drug dealer caught with $900,000 gets 7 years in prison","A St. Louis man who was caught last year with $900,000 has been sentenced to seven years in prison for federal drug conspiracy, and he had to give up the money.In fact, 38-year-old Quentarus Smith was ordered to surrender another $200,000 found in a bank account. Smith was sentenced Monday. He pleaded guilty in January to conspiracy to possess with intent to distribute cocaine.Federal prosecutors say Smith was involved in a drug ring that brought cocaine and marijuana from Los Angeles and Florida to St. Louis. Smith was captured with the cash in September.

A St. Louis man who was caught last year with $900,000 has been sentenced to seven years in prison for federal drug conspiracy, and he had to give up the money.

In fact, 38-year-old Quentarus Smith was ordered to surrender another $200,000 found in a bank account. Smith was sentenced Monday. He pleaded guilty in January to conspiracy to possess with intent to distribute cocaine.

Advertisement

Federal prosecutors say Smith was involved in a drug ring that brought cocaine and marijuana from Los Angeles and Florida to St. Louis. Smith was captured with the cash in September.

AlertMe",https://www.kmbc.com/article/st-louis-drug-dealer-caught-with-dollar900000-gets-7-years-in-prison/27394178,2019-05-07T16:09:00Z,KMBC-TV,"6455 Winchester Ave, Kansas City, MO 64133, USA"
Man found guilty in fatal drunken driving crash,"NAPLES — A Florida man has been convicted in a fatal drunken driving crash.

The Naples Daily News reported that 29-year-old Kiereek Seymour was found guilty of DUI manslaughter on Monday. His sentencing is set for June 26. A previous trial ended in a mistrial after a juror complained of feeling uncomfortable during deliberations.

Authorities said Seymour had mixed alcohol with prescription anxiety medication in May 2014 before a crash at an East Naples intersection that left 54-year-old Sandra Marie Maddux dead.

Defense attorneys argued that Seymour, who witnesses found in the passenger seat, hadn't been driving the vehicle and that Maddux had run a red light.",https://www.theledger.com/news/20190507/man-found-guilty-in-fatal-drunken-driving-crash?rssfeed=true,2019-05-07T15:55:29Z,The Ledger,"300 W Lime St, Lakeland, FL 33815, USA"
"Man guilty of fatally shooting son, faces life sentence","FORT MYERS — A Florida man has been convicted of fatally shooting his 20-year-old son during an argument.

Court records show 41-year-old Jonathan Brunelle was found guilty Saturday of second-degree murder. He faces a possible life sentence at a June 10 hearing.

Prosecutors said Brunelle and his son, Shane, got into a verbal argument in June 2017 at their Lehigh Acres home. Brunelle called the Lee County Sheriff's Office and said deputies had better respond before he put a bullet in his son. The argument ended when deputies arrived and the son planned to stay with another relative.

After deputies left, authorities said Brunelle shot his son in the stomach. He then called 911 and claimed the shooting was an accident. The son died at a hospital.",https://www.theledger.com/news/20190507/man-guilty-of-fatally-shooting-son-faces-life-sentence?rssfeed=true,2019-05-07T15:53:05Z,The Ledger,"300 W Lime St, Lakeland, FL 33815, USA"
Men face felony murder charges in fatal shooting outside McDonald's,"ORANGE COUNTY, Fla. - Two men have been arrested in connection with a shooting outside a McDonald's last month that left a man dead and a woman injured, according to the Orange County Sheriff's Office.

Deputies announced Tuesday morning the arrests of Shaddrick Wright, 20, and Deon Justice, 19, on first-degree felony murder charges.

The shooting happened April 25 at 12:14 a.m.outside the fast-food restaurant on North Pine Hills Road.

The victim, 19-year-old Jamario Dixon, and his brother went to the McDonald's to sell a gun to Justice, documents show. Justice and Wright both shot at the vehicle Dixon was in, hitting him in the shoulder, according to the report.

Deputies said surveillance video showed Justice and Wright running away after the shooting. At least nine shots were fired, the report said.

Dixon's brother drove him to Orlando Regional Medical Center, where he was pronounced dead.

Wright's 19-year-old girlfriend, who was driving the Volkswagen Jetta in which the two suspects arrived, was also shot in the back of the head during the shooting, records show.

Deputies said Wright moved her from the driver's seat to the passenger's seat then drove her to his mother's house and his mother drove her to ORMC. The story Wright provided deputies did not match with the surveillance video and forensic evidence recovered from the scene, the report said.

Both men are being held at the Orange County Jail without bond.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/men-face-felony-murder-charges-in-fatal-shooting-outside-mcdonalds,2019-05-07T15:32:03Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA"
Record tiger shark caught near Marco Island,"Mark Stock landed what he said is a record class tiger shark on April 25 while fishing off Marco Island with charter Captain Ben Olsen. The creature measured 14 ½ feet.

The current state record is a 1,065-pound tiger shark measured at 12 ½ feet and caught out of Pensacola waters in 1981. Stock’s shark was estimated to weigh more than 1,100 pounds, but its exact weight will never be known as it was immediately released.

Mark Stock admiring his catch as Paul Hartman positions it to cut the hook and release. (Photo: Photo provided)

More: Texas man recovering after shark bite in Boca Grande Pass

More: Caught on video: Tiger shark eats grouper off the coast of Port Charlotte

Olsen said he’s caught tiger sharks exceeding 12 feet but “this shark was truly special, and our number-one priority was to get her released in good shape, as quickly as possible.”

Beth Deacy, a biologist with NOAA Fisheries Panama City Lab and head of its shark-tagging program, told Stock that based on this shark’s length in comparison with similar sized tigers, she would most likely put its age between 15 and 20 years.

More: New shark regulations expected to further protect Florida's shrinking population

More: Naples diver swims with whale shark

Read or Share this story: https://www.naplesnews.com/story/news/local/2019/05/07/record-tiger-shark-caught-near-marco-island/1130535001/",http://rssfeeds.pnj.com/~/601705094/0/pensacola/home~Record-tiger-shark-caught-near-Marco-Island/,2019-05-07T13:57:04Z,Pensacola News Journal,"101 E Romana St, Pensacola, FL 32502, USA"
Jacksonville man who was sentenced to life in prison is now free,"<p>A Jacksonville man who was sentenced to life in prison received another chance at freedom thanks to State Attorney Melissa Nelson. </p><p>In 2012, Sam Hughlon was 35 years old and already considered a habitual felony offender after a Duval County judge sentenced him to life in prison for armed robbery. Hughlon served seven years of that life sentence and managed to get his conviction amended, which led to his freedom. </p><p>""It's hard to explain the way that life sentence feels. I lay in that bed at night facing that wall, tears in my eyes, thinking, 'I'm going to actually die in here for something I didn't do,'"" Hughlon told News4Jax on Monday.</p><p>Police said Hughlon robbed a woman at gunpoint at a North Jacksonville home in 2012. Hughlon was living there at the time of the incident. </p><p>""I explained to them that I didn't do the armed robbery,"" Hughlon said. ""If they actually investigated the things I told them to investigate, they would see that I'm actually innocent.""</p><p>Police didn't buy his explanation of events and Hughlon, who was already a convicted felon, found himself back in the criminal justice system. The case went to trial and he lost. The judge sentenced him to life in prison.</p><p>""They said (the reasoning was) because I was a habitual offender,"" Hughlon explained. </p><p>While in prison, Hughlon fought to have his case appealed.</p><p>""After I lost the trial, my attorney was able to get the evidence that I was asking her to get from the get-go that the judge wouldn't let me get,"" he said. ""So I had that evidence.""</p><p>That evidence included phone records, depositions and inconsistent statements from the accuser.</p><p>Hughlon filed an appeal to his conviction based on the evidence that he said was not present during his trial. He even wrote letters to Nelson. A judge finally granted him an evidentiary hearing, which led to prosecutors offering him a plea deal to a lesser charge. </p><p>""The state came to me and said, 'Look, we prefer not to have an evidentiary hearing. We prefer to not pursue this any further if you're willing to go ahead and accept an offer,'"" Hughlon said.</p><p>He said the state offered to reduce the armed robbery charge to simple robbery, which is a far lesser felony that would have put him behind bars for only eight years. He accepted the post-conviction plea deal and was given credit for already serving seven years. On Tuesday, he was released from prison.</p><p>Although Hughlon was freed from a life sentence in prison, he's still considered a convicted felon in the 2012 armed robbery case. News4Jax asked Hughlon why he would accept a lower charge if he didn't do it.</p><p>""Any sane person with a life sentence would do what I did,"" he replied. ""I got another chance to be free again.""</p><p>But freedom isn't actually free. Had it not been for a relative who allows him to live with her until he can get back on his feet, Hughlon would be on the streets because he had no other place to live after he was released. Now, he's starting over with nothing and hoping the public will help him by donating to the Helping Hands for Simple Demands group, which aims to help people get back on their feet. </p><p>Given his criminal past, Hughlon said he realizes he can't afford to make any mistakes from here on out. He hopes young people will learn from his experience. </p><p>""A life sentence is no joke. It hurts,"" Hughlon said. ""You don't think about it when you're out here. You don't think about the consequences and all that.""</p>",https://www.news4jax.com/news/local/jacksonville/jacksonville-man-who-was-sentenced-to-life-in-prison-is-now-free,2019-05-07T02:54:31Z,WJXT,"4 Broadcast Pl, Jacksonville, FL 32207, USA"
"Former Ormond Beach officer tried to hide drugs in pants after crash, deputies say","PALM COAST, Fla. - A Florida man who identified himself as a former police officer after being involved in a crash is facing charges of driving under the influence and possession of marijuana, according to the Flagler County Sheriff's Office.

Deputies said they were called to the intersection of U.S. 1 South and Seminole Woods Boulevard in Palm Coast Sunday afternoon after a crash with injuries was reported.

When deputies arrived, they found Brenton Hodge, 55, in the driver's seat of a blue Nissan Altima, which had damage to its rear end, according to a report from the Sheriff's Office. A silver Mercedes was found nearby with damage to its front end, the report said.

[RELATED: Ex-cop returns to prison after impersonating girl online again | Man accused of impersonating a Florida officer tells deputy his name is 'Good Citizen']

A deputy at the scene approached Hodge and found him messing with a cooler in the floorboard of the car, according to the report. The deputy said Hodge smelled of alcohol and was slurring his words.

When the deputy asked Hodge what was in the cooler, Hodge replied, ""Nothing,"" according to body camera video from the crash scene.

“Where were you drinking at? “This car reeks of booze, man,” the deputy said.

When the deputy asked why, Hodge said it was because he was taking his trash out earlier and it had a lot of beer cans in it that leaked onto his seat, the video showed.

When the deputy continued asking about the crash and why Hodge's vehicle smelled like alcohol, Hodge told the deputy he was drinking earlier in the day but was just sitting at the intersection with his blinker, waiting to make a U-turn, when the driver of the Mercedes hit the back of his vehicle.

A witness at the scene said it appeared that Hodge had his left blinker on and was trying to make a U-turn but was in the middle or right turning lane.

A short time later, Hodge identified himself as a retired Ormond Beach police officer, deputies said.

“I know where you’re going. I’m a retired cop.” Hodge told the deputy as he flashed what the Sheriff's Office said was a badge.

When getting out of the Altima, Hodge grabbed a bag of what deputies believed was marijuana and tried to shove it down his pants in front of them, the report said.

“Trying to shove weed down your pants? Are you kidding me?” the deputy said.

Multiple beer cans, including some that had been opened, were found in his vehicle, deputies said.

Hodge, whose airbags were deployed, then told deputies he wanted to go to the hospital, after initially telling one deputy he did not need medical attention, the video showed.

He was taken to Advent Health to be treated for his injuries before being booked into jail on charges of marijuana possession over 20 grams and driving under the influence, deputies said.

[MORE: Kissimmee police look for 3 suspects accused of posing as officers | More victims come forward after Deltona man arrested for impersonating an officer]

The driver of the other vehicle was also taken to the hospital to be treated for injuries, deputies said.

Flagler County Sheriff Rick Staly said regardless of Hodge's being a retired officer, he would still be held accountable for his actions.

""As a former law enforcement officer, he should be well aware of the dangers of drinking and driving. It is disappointing that he thought he could manipulate the situation by showing our deputies his retired badge and trying to [stuff] his drugs down his pants,"" Staly said. ""None of his tactics worked. If you drink and drive in Flagler County, you will go to jail. No exceptions, no excuses.""

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/former-ormond-beach-officer-tried-to-hide-drugs-in-pants-after-crash-deputies-say,2019-05-06T19:56:58Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA"
"Florida Man Shows Police His Marijuana Plants, Gets Arrested","For some reason, Arthur Carracino thought it was a good idea to show police where he grew his marijuana plant.

The 65-year-old met officers outside of his home, wearing nothing but a blue Speedo and an unbuttoned flannel shirt. Police body cameras caught the entire bizarre interaction.

""You gotta smoke a bowl with me,"" Carracino can be heard saying at one point.

An officer responds, ""I can't.""

Carracino replies, ""Oh, I know, you're on duty.""

While recreational marijuana is illegal in Florida, medical marijuana is not.

Authorities can also be heard asking Carracino if he has a marijuana card, and he replies, ""Yeah, yeah I do, I'm working on it. I have the card.""

Police arrested Carracino and charged him with growing and cultivating marijuana.

Carracino was taken to Flagler County Jail and held on $1,500 bond.

RELATED STORIES

After Battle With Tumors, Teen Wants to Make It Legal for Kids to Take Medical Marijuana

Family Attorney Calls Discovery of Marijuana in Victim's Apartment a 'Smear Campaign'

High Crime: Police Dog Sniffs Out $10 Million Worth of Marijuana in Chicago",http://www.nbc4i.com/news/inside-edition/florida-man-shows-police-his-marijuana-plants-gets-arrested/1983665159,2019-05-06T19:24:09Z,WCMH,"3165 Olentangy River Rd, Columbus, OH 43202, USA"
"Man accused of stalking Winter Park girl, threatening to kill her family","Man accused of stalking Winter Park girl, threatening to kill her family

Police in Winter Park have arrested a man they said stalked a 15-year-old girl and then threatened to kill her family. Robert Crumly is accused of following the girl Saturday and then repeatedly going to her house on Westchester Avenue on Sunday, officials with the Winter Park Police Department said. The girl said she didn’t know Crumly. According to police, the man tried to get inside the girl's house through a window and then threatened to kill her family. Police said the man ran away when the girl’s father grabbed a handgun. Crumly was arrested a few blocks away and faces charges of burglary and aggravated stalking of a minor.

Police in Winter Park have arrested a man they said stalked a 15-year-old girl and then threatened to kill her family.

Robert Crumly is accused of following the girl Saturday and then repeatedly going to her house on Westchester Avenue on Sunday, officials with the Winter Park Police Department said.

Advertisement Related Content 2 men stabbed at law firm in Winter Park, police say

The girl said she didn’t know Crumly.

According to police, the man tried to get inside the girl's house through a window and then threatened to kill her family.

Police said the man ran away when the girl’s father grabbed a handgun.

Crumly was arrested a few blocks away and faces charges of burglary and aggravated stalking of a minor.

AlertMe",https://www.wesh.com/article/man-accused-of-stalking-winter-park-girl-threatening-to-kill-her-family/27376685,2019-05-06T18:17:00Z,WESH-TV,"1021 Wymore Rd, Winter Park, FL 32789, USA"
Florida man claims demons made him batter pregnant woman,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

HUDSON, Fla. (WFLA) - A Pasco County man who was arrested for battering a pregnant woman claims demons took over his body and made him do it, deputies say.

Pasco deputies arrested 26-year-old Matthew Douglas Saturday night at his home in Hudson.

Deputies were called to the home around 10:30 to investigate a domestic battery call. When they got to the scene, deputies say Douglas refused to cooperate and wouldn't state his name.

Douglas was detained and put in the back of a patrol car. He later provided his name and admitted he didn't want to cooperate originally because he knew there was a warrant out for his arrest, deputies say.

According to the arrest report, Douglas told deputies demons took over his body and made him black out. He said that may have led him to become physical with his the pregnant woman, deputies noted in the report.

The victim, who is 18 weeks pregnant, told deputies she was playing Xbox Saturday night when Douglas told her to go to sleep. Douglas turned the game system off, but the victim turned it back on.

That's when the victim says Douglas grabbed her around the neck and started to choke her, the arrest report says. The victim told deputies she couldn't breathe and was scared. Deputies noted in the arrest report that the victim had a small area of bruising on her neck and three long scratch marks.

Douglas was charged with domestic aggravated battery on a pregnant female. He was taken to the Land O' Lakes Detention Center.",http://www.wrbl.com/news/national/florida-man-claims-demons-made-him-batter-pregnant-woman/1983416100,2019-05-06T18:02:28Z,WRBL,"1350 13th Ave, Columbus, GA 31901, USA"
Okaloosa man arrested after barricading himself inside apartment,,http://weartv.com/news/local/okaloosa-man-arrested-after-barricading-himself-inside-apartment,2019-05-06T15:56:43Z,WEAR,"4990 Mobile Hwy, Pensacola, FL 32506, USA"
Florida Man Shot When Wife Drops Purse In Grocery Store,"1 / 61 Keith Cavalier

Keith Cavalier 28, allegedly hit the east side of the courthouse with a Toyota Tacoma truck, in Gulfport, Miss., Saturday morning, Nov. 10, 2018. Cavalier told officers he intentionally crashed into the building because it was the best way to let them know his drug paraphernalia had been stolen.

ASSOCIATED PRESS",https://www.huffpost.com/entry/florida-man-dropped-purse-shot_n_5cd069f6e4b0548b735dee53,2019-05-06T13:16:27Z,HuffPost,"770 Broadway, New York, NY 10003, USA"
"Man killed in hit-and-run in Orange County, troopers say","A man was killed early Monday in a hit-and-run in Orange County, officials said. Officials with the Florida Highway Patrol said Ronald Briseno, 38, of Orlando, was struck just before 12:30 a.m. while trying to cross Old Winter Garden Road near Dorscher Road. Troopers said the car that hit Briseno kept going, and Briseno was then hit by two other cars that were not able to stop in time. The drivers who hit Briseno after the initial crash stayed at the scene, troopers said. Troopers are asking anyone with information on the crash to call them at 407-737-2213 or call Crimeline.

A man was killed early Monday in a hit-and-run in Orange County, officials said.

Officials with the Florida Highway Patrol said Ronald Briseno, 38, of Orlando, was struck just before 12:30 a.m. while trying to cross Old Winter Garden Road near Dorscher Road.

Advertisement

Troopers said the car that hit Briseno kept going, and Briseno was then hit by two other cars that were not able to stop in time.

The drivers who hit Briseno after the initial crash stayed at the scene, troopers said.

Troopers are asking anyone with information on the crash to call them at 407-737-2213 or call Crimeline.

AlertMe",https://www.wesh.com/article/man-killed-in-hit-and-run-in-orange-county-troopers-say/27372260,2019-05-06T12:06:00Z,WESH-TV,"1021 Wymore Rd, Winter Park, FL 32789, USA"
